Source,Target
human,LOC100287189
human,HNRNPA1P47
human,ISCA2P1
human,RAB9AP1
human,USP17L12
human,LOC100287212
human,UBL5P2
human,SH3RF3-AS1
human,LINC01630
human,ZNF729
human,TIPARP-AS1
human,BRD7P4
human,RAB9AP5
human,USP17L13
human,LOC100287243
human,CSPG4P3Y
human,HNRNPA1P42
human,USP17L14P
human,USP8P1
human,PCOTHP1
human,UBE2V1P6
human,MANSC4
human,LOC100287290
human,LINC00265-2P
human,USP17L16P
human,LOC100287309
human,LINC00941
human,KRT8P37
human,USP17L17
human,LOC100287329
human,LOC100287335
human,VENTXP2
human,LOC100287355
human,LOC100287357
human,PPIAP64
human,PRSS46P
human,USP17L18
human,OSTM1-AS1
human,HSPE1P4
human,IGHV3OR16-13
human,LOC100287387
human,LIN28AP2
human,POTEB2
human,LOC100287402
human,USP17L19
human,CDK8P2
human,LOC100287425
human,LOC100287427
human,LOC100287430
human,USP17L20
human,LOC100287453
human,MTND1P8
human,BOLA3P2
human,LOC100287467
human,LINC00265-3P
human,NPM1P31
human,LOC100287477
human,USP17L21
human,SMKR1
human,ELOCP28
human,LOC100287485
human,LOC100287489
human,GCSHP4
human,LOC100287497
human,LOC100287498
human,CSPG4P4Y
human,BRWD1P2
human,RPS3AP53
human,USP17L22
human,GLYATL1B
human,LOC100287523
human,IGLL4P
human,LOC100287539
human,RAB9AP2
human,LOC100287544
human,HSPA8P8
human,ADPGK-AS1
human,TRMT112P7
human,LINC00173
human,TOMM22P6
human,RAB9AP3
human,ELOCP22
human,MTND1P22
human,LINC02106
human,DDX11L5
human,SSXP10
human,TTTY28P
human,LOC100287610
human,LOC100287613
human,LOC100287614
human,LOXL1-AS1
human,SUPT4H1P2
human,PSAT1P4
human,SELENOKP3
human,KRT18P62
human,MTHFD2P1
human,PCMTD1P2
human,LOC100287653
human,SUB1P2
human,EXTL2P1
human,ELOCP24
human,LOC100287704
human,CCDC58P2
human,KRTAP9-12P
human,ANKRD66
human,AP4B1-AS1
human,GAPDHP76
human,SMIM10L2B-AS1
human,TTTY13B
human,MTATP6P2
human,ATP5MC1P4
human,LOC100287757
human,LINC00630
human,COX6A1P3
human,RBMY1GP
human,ELOCP20
human,LINC00266-2P
human,LOC100287792
human,LOC100287808
human,LINC00582
human,NDUFS5P4
human,TTTY26P
human,SETP10
human,LOC100287825
human,LOC100287834
human,LOC100287837
human,LOC100287840
human,TTTY30P
human,GOLGA6L16P
human,LOC100287846
human,LOC100287852
human,LOC100287856
human,NUTF2P7
human,TTTY27P
human,LINC00994
human,NDUFA4P2
human,RPL13AP25
human,NARS1P2
human,LOC100287896
human,TTC34
human,GM2AP2
human,LGALS8-AS1
human,TTTY31P
human,ZNF519P2
human,LOC100287912
human,VN1R30P
human,LOC100287928
human,TIMM23
human,TTTY24P
human,LOC100287944
human,LINC01699
human,LOC100287951
human,HIGD1AP10
human,ATP5MGP7
human,TERF1P6
human,LOC100287966
human,TTTY13C
human,LOC100287985
human,LOC100288001
human,PRR13P4
human,LOC100288010
human,NDUFA5P12
human,LOC100288016
human,VN1R33P
human,DYZ1L2
human,LOC100288028
human,BRK1P1
human,NDUFA5P3
human,HNRNPA1P28
human,ZNF519P3
human,DYZ1L3
human,LOC100288069
human,SDR42E2
human,LOC100288073
human,WTAPP1
human,GS1-279B7.1
human,CICP22
human,DYZ1L5
human,LOC100288093
human,LOC100288097
human,BOLA3P1
human,OR11J7P
human,LDLRAD4-AS1
human,LOC100288123
human,DYZ1L8
human,LOC100288125
human,ADI1P3
human,MTCL1P1
human,NBPF20
human,LOC100288146
human,OR11J6P
human,NDUFS5P3
human,SREK1IP1P1
human,SLC9A3-AS1
human,DYZ1L9
human,LOC100288162
human,HMGN2P15
human,UBE2V1P15
human,LOC100288172
human,TRMT112P4
human,LOC100288175
human,TSEN15P1
human,LNCOC1
human,PPIAP1
human,DYZ1L10
human,LOC100288192
human,VN1R104P
human,HMGN3-AS1
human,LOC100288203
human,LOC100288208
human,LOC100288211
human,DYZ1L11
human,ATP5MC1P8
human,MTND1P27
human,LOC100288233
human,HSPE1P10
human,LOC100288241
human,ZNHIT1P1
human,ISCA1P5
human,RPL10P1
human,LOC100288254
human,DYZ1L12
human,VN1R105P
human,HNRNPA1P61
human,KRTAP22-2
human,DYZ1L13
human,GCSHP2
human,ATP5MDP1
human,AK3P5
human,KRTAP21-3
human,DYZ1L14
human,H2AZP5
human,NPIPA5
human,NDUFB5P1
human,NDUFA5P6
human,SLC25A14P1
human,NCAM1-AS1
human,DYZ1L15
human,LOC100288365
human,LOC100288367
human,LRRC34P1
human,LOC100288379
human,ULK4P2
human,LOC100288385
human,LOC100288392
human,RAB9AP4
human,DYZ1L17
human,SFTPA3P
human,ERVMER34-1
human,LOC100288416
human,NDUFB4P3
human,EIF1P2
human,LMCD1-AS1
human,IL10RB-DT
human,DYZ1L18
human,SLC4A1APP1
human,LOC100288437
human,COX5BP5
human,RBBP4P5
human,CUL1P1
human,FAM197Y10
human,DYZ1L21
human,REXO1L11P
human,LOC100288482
human,HSBP1P2
human,LOC100288484
human,MTRNR2L7
human,DDX11L9
human,ELOCP5
human,DYZ1L22
human,REXO1L10P
human,SMIM12P1
human,PNPT1P1
human,LOC100288510
human,TUBB3P1
human,ISCA1P2
human,USP17L15
human,FOXL3-OT1
human,DYZ1L24
human,REXO1L2P
human,RPL14P6
human,POM121B
human,LOC100288542
human,FOLR3P1
human,LOC100288558
human,LOC100288560
human,DYZ1L25
human,LOC100288562
human,HMGB3P23
human,LOC100288570
human,ACTR3P1
human,CCDC34P1
human,LOC100288590
human,DYZ1L26
human,SNRPCP1
human,LINC00268-2P
human,UBE2NP1
human,WHAMMP1
human,LOC100288628
human,LOC100288637
human,NDUFB4P1
human,LOC100288656
human,ZNF317P1
human,SUB1P4
human,ARPC1BP1
human,LOC100288666
human,CICP7
human,LOC100288683
human,DUX4
human,FAM21FP
human,HMGN2P8
human,LIMS4
human,ARL6IP1P1
human,LOC100288703
human,DUX4L9
human,LOC100288712
human,PMS2P10
human,LOC100288724
human,HSPE1P20
human,LOC100288728
human,PAN3-AS1
human,SPCS2P3
human,H2BC2P
human,LOC100288748
human,SUMO2P4
human,LOC100288763
human,LOC100288771
human,CCT7P2
human,AGGF1P10
human,WASH8P
human,UQCRBP3
human,LOC100288788
human,TMEM239
human,LOC100288798
human,FRG2C
human,RPL23AP93
human,LOC100288803
human,HYDIN2
human,CDC27P8
human,CLDN34
human,TTC39CP1
human,CYP4F25P
human,SRGAP3-AS3
human,RBPJP5
human,B3GNT10
human,NAPGP1
human,LOC100288846
human,LOC100288853
human,TRMT112P1
human,LOC100288866
human,KRT18P63
human,ERLEC1P1
human,DYNLL1P6
human,COX6CP4
human,FAR2P3
human,CICP11
human,CRIM1-DT
human,LOC100288914
human,LOC100288929
human,LOC100288935
human,BRD7P1
human,MTND1P25
human,PRSS43P
human,LOC100288962
human,FABP5P5
human,LOC100288966
human,ADI1P2
human,BMS1P21
human,LOC100288978
human,DCAF13P2
human,MTND1P3
human,MTND1P15
human,LOC100289004
human,MOXD2P
human,SLC25A25-AS1
human,LOC100289026
human,CDK2AP2P1
human,BNIP3P4
human,RPL23AP88
human,LOC100289037
human,LOC100289047
human,CYB5AP5
human,DMAC1P1
human,LOC100289060
human,ADAMTSL4-AS2
human,LOC100289085
human,TSPY10
human,LOC100289091
human,ATP2A1-AS1
human,BCL2L12P1
human,FRG1CP
human,GS1-124K5.4
human,RPL30P16
human,EIF4A1P8
human,LOC100289117
human,LOC100289118
human,FAM27E2
human,COX6CP6
human,KRT8P32
human,FAM95C
human,H3P20
human,LOC100289143
human,FAM197Y5
human,HMGB3P13
human,COX20P2
human,GNG12-AS1
human,RPL22P23
human,TERF1P8
human,SDHDP1
human,TMEM225B
human,FAM197Y4
human,HMGN3P1
human,LOC100289193
human,LOC100289194
human,LOC100289196
human,LOC100289206
human,LINC00624
human,LTV1P1
human,LOC100289230
human,CEP164P1
human,LOC100289238
human,PPIAP79
human,TMEM238L
human,ZFYVE9P1
human,RPL7P60
human,FAM197Y1
human,DNAJC3-DT
human,CNTNAP3C
human,CUBNP2
human,HNRNPA1P58
human,NUP58P1
human,HIGD1AP5
human,LOC100289303
human,LOC100289315
human,KRT8P43
human,LOC100289320
human,LOC100289333
human,MAN1B1-DT
human,LOC100289350
human,LOC100289351
human,LOC100289360
human,LOC100289361
human,MTCO3P22
human,UBAC2-AS1
human,PTP4A1P5
human,LOC100289381
human,CICP25
human,KCTD21-AS1
human,MTCO2P22
human,MCF2L-AS1
human,PHBP9
human,LOC100289416
human,CTF2P
human,LOC100289442
human,REXO1L12P
human,SLC7A15P
human,DEFB4B
human,LOC100289470
human,LOC100289473
human,LDHBP1
human,LOC100289479
human,MICOS10P2
human,LOC100289495
human,LOC100289500
human,FTLP11
human,KCNIP2-AS1
human,LOC100289511
human,LOC100289518
human,LOC100289543
human,H3C9P
human,LOC100289561
human,SNRPCP18
human,LOC100289568
human,LOC100289569
human,HERC2P4
human,NDUFA5P9
human,LOC100289580
human,DUX4L13
human,NPM1P40
human,HIGD1AP15
human,HSPE1P22
human,TRIAP1P1
human,UBE2V1P14
human,ZNF605
human,PPATP1
human,HSPA8P16
human,PRR13P7
human,PSG8-AS1
human,LOC100289656
human,COX6B1P5
human,STMN1P2
human,POLR3KP1
human,LINC01848
human,ZNF783
human,HMGN2P13
human,ERVH-3
human,LOC100290036
human,CYAT1
human,LOC100291105
human,LOC100291628
human,HSPE1P8
human,LINC00942
human,LOC100292922
human,MTND4P12
human,ZNF587B
human,C4B_2
human,LOC100293612
human,ATG12P2
human,LOC100294145
human,LOC100294160
human,LOC100294188
human,LOC100294316
human,LOC100294336
human,RNF213-AS1
human,LOC100294713
human,BOP
human,MYP15
human,BMND13
human,BMND14
human,LBMQTL1
human,NHEG1
human,LOC100301516
human,LOC100301521
human,CELIAC7
human,STQTL12
human,DUH2
human,STQTL17
human,SYNSTH
human,PRBNS
human,LOC100301990
human,LKMCD
human,IBD27
human,DDX11L8
human,MIR1184-1
human,MIR1284
human,MIR1200
human,MIR513C
human,MIR1468
human,MIR1265
human,MIR320B1
human,MIR1286
human,MIR1538
human,MIR1276
human,MIR1183
human,MIR1275
human,MIR1288
human,MIR1289-1
human,MIR1471
human,MIR1470
human,MIR1302-3
human,MIR1915
human,MIR1302-4
human,MIR302F
human,MIR1182
human,MIR1287
human,MIR1289-2
human,MIR320C1
human,MIR1252
human,MIR1914
human,MIR1292
human,MIR1537
human,MIR1302-6
human,MIR1913
human,MIR1246
human,MIR1248
human,MIR1912
human,MIR1247
human,MIR1302-5
human,MIR1302-7
human,MIR1263
human,MIR1249
human,MIR1296
human,MIR548N
human,MIR1298
human,MIR1256
human,MIR1229
human,MIR1185-1
human,MIR1231
human,MIR548F3
human,MIR1233-1
human,MIR1205
human,MIR1278
human,MIR2113
human,MIR1322
human,MIR1299
human,MIR1257
human,MIR320D2
human,MIR1206
human,MIR1321
human,MIR1258
human,MIR1307
human,MIR1207
human,MIR1269A
human,MIR1295A
human,MIR1270
human,MIR1294
human,MIR1279
human,MIR1825
human,MIR1272
human,MIR1204
human,MIR548I3
human,MIR1297
human,MIR1243
human,MIR1976
human,MIR548I4
human,MIR548F1
human,MIR1255A
human,MIR320C2
human,MIR1234
human,MIR1306
human,MIR1228
human,MIR1266
human,MIR1271
human,MIR548I1
human,MIR1283-2
human,MIR1253
human,MIR1185-2
human,MIR1909
human,MIR1203
human,MIR1324
human,MIR1181
human,MIR1277
human,MIR1827
human,MIR1285-1
human,MIR1245A
human,MIR1293
human,MIR1291
human,MIR1911
human,MIR1302-8
human,MIR2110
human,MIR2053
human,MIR1238
human,MIR1302-1
human,MIR1261
human,MIR1250
human,MIR1226
human,MIR1268A
human,MIR664A
human,MIR1179
human,MIR1260A
human,MIR1281
human,MIR103B1
human,MIR548F5
human,MIR1304
human,MIR1236
human,MIR1972-1
human,MIR1301
human,MIR1197
human,MIR1264
human,MIR1282
human,MIR1323
human,MIR1180
human,MIR1539
human,MIR1469
human,MIR1202
human,MIR2052
human,MIR1910
human,MIR1908
human,MIR1283-1
human,MIR2054
human,MIR1285-2
human,MIR1305
human,MIR1178
human,MIR548L
human,MIR1290
human,MIR548I2
human,MIR1302-2
human,MIR1262
human,MIR1237
human,MIR1208
human,MIR103B2
human,MIR1227
human,MIR1303
human,MIR1244-1
human,MIR1267
human,MIR548H3
human,MIR548P
human,MIR1251
human,MIR1973
human,LOC100302291
human,RASAL2-AS1
human,LECD
human,XECD
human,EOE1
human,RLS6
human,DFNB71
human,NRCLP5
human,OFC12
human,CTEPH1
human,MENOQ2
human,MENOQ3
human,MENOQ4
human,PTCSC1
human,FAM41AY2
human,PURAQTL1
human,MUHH2
human,RLS7
human,MENAQ2
human,MENAQ3
human,LINC00882
human,BABAM2-AS1
human,GPR75-ASB3
human,DDX11L3
human,CSPG4P13
human,DELXQ28
human,PVNH3
human,PVNH5
human,STQTL18
human,STQTL19
human,STQTL20
human,MTBS3
human,GPN3P1
human,DLG2-AS1
human,LINC00184
human,FTX
human,HTGH
human,B6QTL1
human,BMIQ15
human,CTRCT34
human,ARHI2
human,TMED7-TICAM2
human,ZNF861P
human,RNU6-21P
human,PCNA-AS1
human,FAS-AS1
human,RNU6-15P
human,RNU6-42P
human,SNORA80B
human,NCRUPAR
human,NCLP1
human,TSNAX-DISC1
human,ZEB2-AS1
human,IDDM24
human,PBC2
human,PBC3
human,SLC25A5-AS1
human,LSM3P5
human,LSM3P2
human,LSM3P1
human,LOC100303749
human,PET117
human,NBLST4
human,NBLST5
human,NBLST6
human,FL1
human,PITPNA-AS1
human,NDUFAF4P1
human,DEL19Q13.11
human,ATFB8
human,BCC1
human,BCC2
human,BCC3
human,BCC4
human,BCC5
human,BCC6
human,CHMP4BP1
human,OTX2-AS1
human,DUPXP11.23P11.22
human,ATOD7
human,LOC100310756
human,LOC100310782
human,ALL1
human,ALL2
human,SPDYE2B
human,LOC100310835
human,VDAC1P3
human,VDAC1P7
human,VDAC1P8
human,VDAC1P11
human,RBPJP1
human,ANKRD61
human,SNRPCP4
human,SNRPCP19
human,SNRPCP11
human,SNRPCP8
human,SNRPCP7
human,SNRPCP9
human,SNRPCP12
human,SNRPCP14
human,SNRPCP6
human,SNRPCP15
human,IGKV2OR2-7D
human,VN1R56P
human,VN1R20P
human,VN1R24P
human,VN1R25P
human,VN1R26P
human,VN1R27P
human,VN1R28P
human,VN1R29P
human,VN1R31P
human,VN1R32P
human,VN1R35P
human,VN1R36P
human,VN1R39P
human,VN1R40P
human,VN1R41P
human,VN1R42P
human,VN1R43P
human,VN1R45P
human,VN1R47P
human,VN1R48P
human,VN1R49P
human,VN1R51P
human,VN1R52P
human,VN1R110P
human,VN1R15P
human,VN1R16P
human,VN1R53P
human,VN1R54P
human,VN1R55P
human,VN1R57P
human,VN1R58P
human,VN1R59P
human,VN1R60P
human,VN1R61P
human,VN1R62P
human,VN1R63P
human,VN1R69P
human,VN1R71P
human,VN1R73P
human,VN1R74P
human,VN1R75P
human,VN1R76P
human,VN1R77P
human,VN1R78P
human,VN1R79P
human,VN1R80P
human,VN1R81P
human,VN1R82P
human,VN1R83P
human,VN1R84P
human,VN1R85P
human,VN1R86P
human,VN1R87P
human,VN1R88P
human,VN1R89P
human,VN1R90P
human,VN1R91P
human,VN1R92P
human,VN1R93P
human,VN1R94P
human,VN1R97P
human,VN1R98P
human,VN1R99P
human,VN1R19P
human,VN1R22P
human,VN1R23P
human,VN1R100P
human,VN1R102P
human,VN1R106P
human,VN1R107P
human,VN1R108P
human,VN1R109P
human,VN1R111P
human,VN1R72P
human,VN1R112P
human,VN1R44P
human,NPCA2
human,PVOP1
human,GRD1
human,PVOP2
human,IGKV1OR15-118
human,MFSD1P1
human,MIR320B2
human,MIR548K
human,MIR548F2
human,MIR548M
human,MIR548H2
human,MIR302E
human,MIR670
human,MIR759
human,MIR2117
human,MIR2278
human,MIR718
human,PIRC7
human,PIRC10
human,PIRC14
human,PIRC20
human,PIRC23
human,PIRC31
human,PIRC38
human,PIRC42
human,PIRC48
human,PIRC52
human,PIRC55
human,PIRC63
human,PIRC65
human,PIRC73
human,PIRC76
human,PIRC79
human,PIRC90
human,PIRC94
human,PIRC96
human,PIRC104
human,PIRC107
human,PIRC112
human,MIR1255B1
human,PIRC4
human,PIRC12
human,PIRC17
human,PIRC24
human,PIRC32
human,PIRC37
human,PIRC45
human,PIRC50
human,PIRC54
human,PIRC62
human,PIRC67
human,PIRC71
human,PIRC80
human,PIRC84
human,PIRC97
human,MIR513B
human,MIR663B
human,MIR548O
human,MIR548H1
human,MIR1255B2
human,MIR762
human,MIR764
human,MIR2114
human,MIR2115
human,MIR548Q
human,MIR2276
human,MIR711
human,PIRC1
human,PIRC5
human,PIRC6
human,PIRC9
human,PIRC15
human,PIRC16
human,PIRC22
human,PIRC25
human,PIRC26
human,PIRC30
human,PIRC33
human,PIRC35
human,PIRC39
human,PIRC43
human,PIRC46
human,PIRC47
human,PIRC51
human,PIRC53
human,PIRC56
human,PIRC60
human,PIRC64
human,PIRC66
human,PIRC70
human,PIRC72
human,PIRC77
human,PIRC78
human,PIRC81
human,PIRC85
human,PIRC87
human,PIRC89
human,PIRC98
human,PIRC99
human,PIRC102
human,PIRC106
human,PIRC108
human,PIRC110
human,PIRC113
human,PIRC114
human,MIR548H4
human,MIR2116
human,MIR2277
human,PIRC101
human,PIRC34
human,PIRC83
human,MIR761
human,PIRC28
human,PIRC88
human,MIR548F4
human,MIR320D1
human,PIRC11
human,PIRC40
human,PIRC61
human,PIRC91
human,PIRC103
human,PIRC3
human,PIRC18
human,PIRC27
human,PIRC44
human,PIRC59
human,PIRC69
human,PIRC86
human,PIRC100
human,PIRC109
human,MIR548J
human,PIRC8
human,PIRC21
human,PIRC41
human,PIRC58
human,PIRC75
human,PIRC92
human,MIR548E
human,MIR449C
human,PIRC2
human,PIRC13
human,PIRC19
human,PIRC29
human,PIRC36
human,PIRC49
human,PIRC57
human,PIRC68
human,PIRC74
human,PIRC82
human,PIRC93
human,PIRC95
human,PIRC105
human,PIRC111
human,MIR548G
human,LOC100313942
human,BRV2
human,RFKP1
human,LOC100313968
human,GLM8
human,ARF4P5
human,HOTTIP
human,SAP25
human,SLEB14
human,PPP2R2DP1
human,LOC100328982
human,GCSHP5
human,GCSHP3
human,LOC100329129
human,TRPC5OS
human,AAA1
human,LGV2
human,CRCS9
human,SCZD13
human,LOC100335030
human,FMO7P
human,FMO11P
human,SNORA70F
human,CSN1S2BP
human,DDX11L4
human,CT45B1P
human,SCA30
human,LINC00102
human,DFNA58
human,HSPD1P11
human,HSPD1P18
human,DFNB85
human,DFNB83
human,MYP17
human,SPG41
human,PARK16
human,MYP18
human,MYP14
human,SNORA70G
human,SNORA70D
human,NCLP2
human,MACROD2-AS1
human,ECT
human,HRM2
human,SLEB15
human,SPAX3
human,DUP5P13
human,DUP17P13.3
human,QTV
human,FGQTL2
human,FGQTL3
human,SPDA3
human,TMED11P
human,LOC100379224
human,LOC100379236
human,BOK-AS1
human,SNORA70E
human,NPPA-AS1
human,RNY4P6
human,RNY4P11
human,LOC100379290
human,RNY4P15
human,RNY4P8
human,RNY4P13
human,RNY4P4
human,RNY4P18
human,RNY4P5
human,RNY4P9
human,ERVW-2
human,MIR181A2HG
human,RNY4P20
human,RNY4P17
human,BACE1-AS
human,RNY4P14
human,RNY4P10
human,LARP1P1
human,RNY5P5
human,GRIK1-AS2
human,RNY5P6
human,RNY5P3
human,RNY5P1
human,NEK2P2
human,RNY5P4
human,NDUFB1P2
human,FECD3
human,FECD5
human,FECD7
human,NAFLD1
human,RNY5P8
human,ZNF848P
human,TMPRSS11CP
human,NEK2P4
human,HCHGQ1
human,HCHGQ2
human,HCHGQ3
human,CIHL
human,RNY5P2
human,CAMPD1
human,ARCODS
human,DYNLT3P2
human,ZBED6
human,IGHV1OR15-5
human,RRAS2P2
human,DUPXQ28
human,GLM5
human,GLM6
human,ASRT8
human,HWE1
human,HWE2
human,DEL17Q23.1Q23.2
human,DEL2P21
human,MGR9
human,LOC100418696
human,LOC100418700
human,LOC100418701
human,LOC100418703
human,LOC100418705
human,FXNP2
human,LOC100418707
human,CLUHP1
human,CLUHP2
human,LOC100418710
human,CLUHP4
human,LOC100418712
human,LOC100418713
human,LOC100418714
human,SEPTIN7P4
human,LOC100418716
human,SEPTIN7P5
human,CLUHP7
human,SEPTIN7P6
human,LOC100418721
human,CFAP97P1
human,LOC100418723
human,CCNJP2
human,KRT8P40
human,LOC100418730
human,AKIRIN1P1
human,LOC100418732
human,CLUHP8
human,LOC100418734
human,SEPTIN7P8
human,GOLGA5P1
human,KRT8P33
human,DNM1P48
human,PPP1R26P1
human,CLUHP9
human,CCNL2P1
human,KRT8P46
human,CLUHP5
human,KRT8P35
human,KRT8P36
human,KRT8P42
human,GOLGA2P1
human,LOC100418753
human,CLUHP6
human,CLUHP11
human,LOC100418759
human,CCNT2P1
human,LOC100418768
human,KRT18P52
human,KRT18P26
human,PHBP4
human,KRT127P
human,KRT8P39
human,KRT18P54
human,KRT8P38
human,PHBP8
human,KRT8P34
human,MTDHP1
human,PHBP10
human,IPO8P1
human,PHBP12
human,LOC100418822
human,KRT125P
human,KRT18P60
human,MTDHP3
human,MTDHP4
human,MTDHP2
human,MTDHP5
human,PHBP2
human,PHBP13
human,LOC100418848
human,KRT43P
human,SPECC1P1
human,KRT18P61
human,LOC100418868
human,LOC100418871
human,LOC100418874
human,KRT18P7
human,NBEAP2
human,LOC100418882
human,LOC100418883
human,LOC100418884
human,LOC100418885
human,TAGLN2P1
human,LOC100418888
human,STX18P1
human,GYG2P2
human,NBEAP4
human,LOC100418898
human,TUBBP10
human,NBEAP5
human,NBEAP6
human,NBEAP3
human,SFXN4P1
human,GLRX3P1
human,ACTG1P14
human,TNPO1P1
human,ACTG1P13
human,ACTG1P12
human,LOC100418923
human,ACTG1P18
human,RDM1P3
human,TUBB8P1
human,LOC100418938
human,LOC100418939
human,LOC100418940
human,PRDX4P2
human,PRDX2P3
human,PRDX4P1
human,ACTG1P15
human,PRDX3P4
human,LOC100418956
human,LOC100418957
human,LOC100418959
human,ACTG1P16
human,LOC100418961
human,TUBB6P1
human,LOC100418965
human,SNX2P1
human,SNX18P14
human,LOC100418973
human,TUBB4BP2
human,SNX18P3
human,SNX18P4
human,SNX18P5
human,SNX18P7
human,SNX18P8
human,NF1P12
human,LOC100418986
human,LOC100418987
human,LOC100418988
human,LOC100418989
human,LOC100418990
human,LOC100418991
human,LOC100418992
human,LOC100418993
human,LOC100418997
human,SNX18P1Y
human,LOC100419003
human,SNX18P24
human,SNX18P25
human,NF1P1
human,TUBAP3
human,PRR20G
human,LOC100419014
human,LOC100419016
human,CCNYL7
human,SNX18P15
human,SNX18P16
human,SNX18P18
human,SNX18P19
human,PDCL3P6
human,SNX18P17
human,SNX18P21
human,SNX18P20
human,SNX18P22
human,SNX25P1
human,NF1P4
human,PRDX3P1
human,APONP
human,LOC100419036
human,LOC100419037
human,SNX18P26
human,SNX18P10
human,SNX18P12
human,SNX18P13
human,SNX18P11
human,LOC100419045
human,LOC100419046
human,SNX19P4
human,LOC100419052
human,LOC100419053
human,SAGE3P
human,CLCN3P1
human,LOC100419058
human,LOC100419059
human,FOSL1P1
human,NUP35P1
human,PNLIPP1
human,ENO1P3
human,NUP210P3
human,LOC100419073
human,AK3P2
human,AK3P3
human,FCRL6P1
human,LOC100419079
human,DUXAP12
human,SRMP3
human,LOC100419092
human,TXNL1P1
human,LOC100419096
human,ENO1P2
human,LOC100419102
human,LOC100419108
human,RPL4P7
human,LOC100419140
human,HCFC2P1
human,LOC100419154
human,SETP12
human,LOC100419161
human,LOC100419170
human,LOC100419174
human,SETP6
human,PDLIM1P4
human,SETP11
human,PRSS52P
human,LOC100419232
human,LOC100419238
human,BTG3P1
human,LOC100419257
human,LOC100419284
human,LOC100419293
human,LOC100419301
human,LOC100419307
human,LOC100419318
human,LOC100419319
human,LOC100419321
human,BCL9P1
human,CENPIP1
human,H3P15
human,LOC100419356
human,LOC100419366
human,RPL21P135
human,RPL12P44
human,SRPK2P
human,ASNSP4
human,PDLIM1P2
human,PDLIM1P3
human,LOC100419436
human,LOC100419447
human,LOC100419451
human,LOC100419458
human,RPS23P10
human,RPS23P9
human,RPL12P45
human,HDAC1P2
human,LOC100419503
human,LOC100419506
human,LOC100419511
human,LOC100419512
human,LOC100419513
human,LOC100419515
human,LOC100419516
human,LOC100419520
human,RPL21P136
human,LOC100419525
human,LOC100419542
human,LOC100419545
human,RPS27AP18
human,LOC100419549
human,LOC100419552
human,LOC100419553
human,ZNF92P1Y
human,KARS1P1
human,KARS1P2
human,LOC100419562
human,LOC100419565
human,LOC100419570
human,LOC100419572
human,LOC100419574
human,LOC100419579
human,LOC100419583
human,HDAC1P1
human,RNF10P1
human,ZNF90P2
human,ZNF602P
human,ZNF70P1
human,TYMSP1
human,LOC100419613
human,MIOXP1
human,LOC100419615
human,LOC100419616
human,LOC100419617
human,LOC100419620
human,LOC100419621
human,LOC100419622
human,LOC100419624
human,LOC100419639
human,LOC100419641
human,LOC100419642
human,RNF14P3
human,LOC100419644
human,RNF14P4
human,PRAMEF35P
human,RPL23AP85
human,LOC100419654
human,LOC100419668
human,LOC100419673
human,LOC100419678
human,LOC100419679
human,LOC100419680
human,ZNF863P
human,LOC100419684
human,LOC100419685
human,LOC100419686
human,RNF152P1
human,LOC100419690
human,LOC100419691
human,LOC100419692
human,LOC100419693
human,LOC100419700
human,LOC100419701
human,LOC100419702
human,LOC100419704
human,ZNF92P2
human,LOC100419706
human,LOC100419707
human,ZNF887P
human,LOC100419712
human,LOC100419713
human,AHCYP6
human,LOC100419715
human,LOC100419716
human,SALL4P1
human,LOC100419720
human,LOC100419721
human,RNF19BPY
human,ZNF736P8Y
human,ZNF736P7Y
human,ZNF736P9Y
human,ZNF736P10Y
human,ZNF886P
human,ZNF884P
human,ZNF736P11Y
human,ZNF736P12Y
human,ZNF736P6Y
human,ZNF839P1
human,ZNF885P
human,ZNF736P4Y
human,LOC100419737
human,LOC100419739
human,LOC100419741
human,R3HDM2P1
human,DBET
human,LOC100419748
human,LOC100419750
human,ZNF587P1
human,LOC100419752
human,LOC100419755
human,ZNF968P
human,PKMP3
human,LOC100419761
human,LOC100419762
human,LOC100419763
human,GARS1P1
human,LOC100419768
human,LOC100419772
human,LOC100419773
human,LOC100419774
human,LOC100419775
human,ZNF619P1
human,RNF138P2
human,LOC100419779
human,ZNF722P
human,LOC100419781
human,LOC100419782
human,LOC100419783
human,LOC100419784
human,LOC100419786
human,RNF19BPX
human,LOC100419790
human,LOC100419791
human,LOC100419792
human,BEND7P1
human,LOC100419794
human,LOC100419795
human,LOC100419796
human,LOC100419798
human,LOC100419799
human,LOC100419801
human,LOC100419802
human,LOC100419803
human,LOC100419806
human,LOC100419811
human,LOC100419812
human,ANKRD49P1
human,SOWAHCP5
human,OTX2P2
human,CSNK1G2P1
human,LOC100419824
human,LOC100419825
human,ZKSCAN7P1
human,RARS1P1
human,LOC100419830
human,LOC100419831
human,LOC100419833
human,LOC100419834
human,LOC100419835
human,LOC100419836
human,LOC100419839
human,LOC100419840
human,LOC100419841
human,LOC100419842
human,LOC100419845
human,LOC100419847
human,LOC100419848
human,LOC100419851
human,LOC100419852
human,LOC100419853
human,ZNF646P1
human,SALL4P4
human,LOC100419859
human,LOC100419861
human,LOC100419862
human,LOC100419863
human,ZNF444P1
human,ZNF101P1
human,ZNF33BP1
human,LOC100419870
human,LOC100419872
human,ZNF519P1
human,FNBP1P2
human,LOC100419877
human,LOC100419878
human,KIF3AP1
human,LOC100419882
human,YAP1P3
human,LOC100419888
