"edge","Source","Target","year","count","pvalue","p.adjust","geneID","Count","logpadj","logpval","class_source","class_target","comparison","between","sim_paper"
"CROHN'S DISEASE_ARTHRITIS","CROHN'S DISEASE","ARTHRITIS",2018,0,4.88883204590225e-40,1.14072747737719e-38,"ACE/ACTH/ADIPOQ/ALB/ANXA1/BGLAP/C19ORF10/CASP8/CAT/CCL11/CCL2/CCL5/CCR2/CD14/CD274/CD40/CD40LG/CD69/CD79A/CD80/CRP/CSF1R/CSF2/CSF3/CTLA4/CXCL10/CXCL16/EVA1C/FAP/FCGR1A/FGF2/FN1/FOXO3/FOXP3/GH1/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNG/IGF1/IGHM/IL1/IL10/IL11/IL12/IL13/IL17A/IL17C/IL17F/IL18/IL1B/IL2/IL21/IL22/IL23A/IL27/IL2RA/IL33/IL5/IL6/IL6R/IL8/IRF5/JAK2/KLRK1/LEP/LYZ/MEFV/MIF/MIP/MMP2/MMP3/MMP9/MSC/NAMPT/NF-KB/NFKB1/NLRP3/NOD2/NR2C2/P2RX7/PLA2G1B/PTGER4/PTGS2/PTPN22/RBM45/S100A12/SAA1/SERPINA1/SLC11A1/SPP1/STAT1/STAT3/SUBSTANCE P/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TIMP1/TLR4/TNF/TNFRSF11B/TNFSF15/TP53/VDR/VEGFA/VIP",108,87.3665673368407,90.5164502902219,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",90.5164502902219
"CROHN'S DISEASE_SARCOIDOSIS","CROHN'S DISEASE","SARCOIDOSIS",2018,0,1.72967269785542e-37,3.02692722124698e-36,"ACE/ACTH/ALB/CCL2/CCL5/CD14/CD274/CD79A/CD80/CRP/CSF2/CTLA4/CXCL10/FN1/FOXP3/HLA-B/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/HSPA4/ICAM1/IFNG/IGAN/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL23R/IL27/IL2RA/IL6/IL8/LYZ/MMP2/MMP9/NF-KB/NOD2/RBM45/SAA1/SLC11A1/SPP1/STAT1/TBX21/TGFB1/TLR4/TNF/TP53/VEGFA/VIP",54,81.7855153612307,84.6477162421602,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",84.6477162421602
"CROHN'S DISEASE_SYSTEMIC LUPUS ERYTHEMATOSUS","CROHN'S DISEASE","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,0,3.53275930290225e-36,4.94586302406315e-35,"ACE/ACTH/ADIPOQ/AHR/ALB/CAT/CCL2/CD14/CD274/CD40/CD40LG/CD69/CD79A/CRP/CSF3/CTLA4/CXCL10/EVA1C/FCGR1A/FGF2/FN1/FOXP3/GH1/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/HSPA4/ICAM1/IFNG/IGAN/IGF1/IGHM/IL1/IL10/IL10RA/IL12/IL12B/IL13/IL17A/IL17F/IL18/IL18BP/IL1B/IL2/IL21/IL22/IL23A/IL23R/IL27/IL2RA/IL33/IL37/IL5/IL6/IL6R/IL8/IRF5/KLRK1/LCN2/LEP/LTA/LTF/MBL2/MIF/MMP3/MMP9/MSC/NF-KB/NFKB1/NLRP3/NOD2/PTPN22/RBM45/SAA1/SDC1/SERPINA1/SPP1/STAT1/STAT3/STAT4/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TLR4/TNF/TNFRSF11B/TNFRSF6B/TP53/TRAF3IP2/TYK2/VDR/VEGFA",93,78.9919267803615,81.6309841099768,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",81.6309841099768
"CROHN'S DISEASE_PSORIASIS","CROHN'S DISEASE","PSORIASIS",2018,0,4.50854474010272e-33,5.25996886345317e-32,"ACE/ACTH/ADIPOQ/ALB/AOC1/CCL2/CCL5/CCR2/CCR9/CD274/CD40LG/CD69/CD79A/CD80/CRP/CSF2/CTNNB1/CXCL10/CXCL9/DEFB4A/FOXP3/GCG/GH1/HLA-B/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/ICAM1/IFNG/IGAN/IGF1/IL1/IL10/IL11/IL12/IL12B/IL13/IL17A/IL17C/IL17F/IL18/IL1B/IL2/IL21/IL22/IL23A/IL23R/IL27/IL2RA/IL31/IL33/IL37/IL6/IL8/KLRB1/LCN2/LEP/MIF/MIR31/MMP9/NF-KB/NFKB1/NFKBIA/PLA2G1B/PTGS2/PTPN22/RABEPK/RPSA/S100A12/SPP1/STAT3/SUBSTANCE P/SUPEROXIDE DISMUTASE/TGFB1/TLR4/TNF/TP53/TRAF3IP2/TYK2/VDR/VEGFA/VIP",84,72.022597868573,74.4793336413943,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",74.4793336413943
"CROHN'S DISEASE_PARKINSON'S DISEASE","CROHN'S DISEASE","PARKINSON'S DISEASE",2018,0,7.71933590064943e-08,1.46041490012287e-07,"ADIPOQ/ALB/ARTN/ATF4/BCHE/CASP3/CAT/CCL2/CCL5/CNR2/CRP/CSF2/CSF3/CTNNB1/CXCL10/FGF2/GCG/GH1/HSPA4/IFNG/IGF1/IL1/IL10/IL1B/IL6/INS/LEP/LRRK2/LYZ/MIF/MMP3/MMP9/MSC/NF-KB/NFKB1/NOD2/P2RX7/PTGS2/SPP1/SUBSTANCE P/SUPEROXIDE DISMUTASE/TBC1D9/TGFB1/TIMP1/TLR4/TNF/TP53/VDR/VEGFA/VIP/XBP1",51,15.7393750774427,16.3769524068478,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",16.3769524068478
"CROHN'S DISEASE_DEMENTIA","CROHN'S DISEASE","DEMENTIA",2018,0,3.8080691147935e-07,6.83499584706526e-07,"ACE/ACTH/ADIPOQ/ALB/BCHE/CCL2/CD40LG/CD79A/CRP/CXCL10/GCG/GH1/GLS/IGF1/IL10/IL1B/IL6/IL8/LEP/LRRK2/MMP3/MMP9/NF-KB/SAA1/SUPEROXIDE DISMUTASE/TNF/TP53/VEGFA",28,14.1960397883809,14.7809733843007,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",14.7809733843007
"CROHN'S DISEASE_DEPRESSION","CROHN'S DISEASE","DEPRESSION",2018,0,3.49133765562473e-06,5.55440081576661e-06,"ACE/ACTH/ADIPOQ/ALB/ARSD/BCHE/BGLAP/CASP3/CCL2/CRP/CSF3/CTNNB1/FGF2/GCG/GH1/GPX1/HSPA4/ICAM1/IFNG/IGF1/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL2RA/IL6/IL8/LCN2/LEP/LRRK2/MIF/MMP2/NF-KB/NLRP3/P2RX7/PLA2G1B/PTGS2/STAT3/SUBSTANCE P/TBX21/TGFB1/TLR4/TNF/VEGFA",47,12.1009200046388,12.5652256127699,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",12.5652256127699
"CROHN'S DISEASE_AUTISM","CROHN'S DISEASE","AUTISM",2018,0,3.87893237170919e-05,5.65677637540923e-05,"ACTH/ADIPOQ/AHR/ANXA1/ARSD/CAT/CCL2/CD79A/CRP/CTNNB1/GH1/HLA-B/HLA-DRB1/HLA-DRB4/IFNG/IGF1/IL12/IL13/IL17A/IL18/IL23A/IL5/IL6/IL8/INS/LCT/LEP/MMP9/NF-KB/NFKB1/RBM45/SAA1/SPP1/SUPEROXIDE DISMUTASE/TGFB1/TNF/TP53/VDR",38,9.78007127998819,10.1573655111297,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",10.1573655111297
"CROHN'S DISEASE_BIPOLAR AFFECTIVE PSYCHOSIS","CROHN'S DISEASE","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,0.00619805741431844,0.00711252490167689,"BCHE/CAT/CCL2/CEACAM5/CRP/IL2/IL6/IL8/LEP/MMP9/P2RX7/SAA1/SUPEROXIDE DISMUTASE/TLR4/TNF/XBP1",16,4.94589797842132,5.08351935629736,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",5.08351935629736
"DEMENTIA_PARKINSON'S DISEASE","DEMENTIA","PARKINSON'S DISEASE",2018,0,1.50536707130813e-30,5.26878474957845e-29,"ABCB1/ACHE/ADIPOQ/ALB/ALDH2/APOE/APP/ATP13A2/AVP/BCHE/BDNF/C9ORF72/CALB1/CCL2/CEBPZ/CHRNA4/CIT/CLU/COMT/COQ2/CRH/CRP/CST3/CXCL10/DOCK3/DRD2/EPO/GCG/GDF15/GFAP/GH1/GRN/HGF/HP/IGF1/IL10/IL1B/IL6/KLK6/LEP/LRRK2/MAOB/MAPT/MCIDAS/MCIN/MMP3/MMP9/MTHFR/NF-KB/NGF/NTF3/OPN1SW/PPARG/PRL/PRNP/PTPN4/S100B/SGCA/SLC6A4/SNCA/SST/SUPEROXIDE DISMUTASE/TARDBP/TBP/TF/TNF/TP53/TPO/TREM2/TYMS/UBIQUITIN/VCP/VEGFA/VEGFB",74,65.1131679586688,68.6685160201582,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",68.6685160201582
"DEMENTIA_DEPRESSION","DEMENTIA","DEPRESSION",2018,0,1.18167535898129e-23,2.75724250428968e-22,"ABCB1/ACE/ACHE/ACTH/ADIPOQ/ALB/ANGIOTENSIN II/APOE/APP/AVP/BCHE/BDNF/CCL2/CD2AP/CDR1/CEBPZ/CHRNA4/CLU/COMT/CRH/CRP/DOCK3/DRD2/DYM/EPO/GCG/GET4/GH1/GHRH/HGF/HTR1F/IGF1/IL10/IL1B/IL6/IL8/KCNJ13/LEP/LRRK2/MAOB/MCIDAS/MCIN/MME/MTHFR/NF-KB/NGF/NPS/NTF3/OPN1SW/PAEP/PPARG/PRL/PSEN1/PTH/PTPN4/S100B/SELENBP1/SGCA/SLC6A4/SST/SYNM/TNF/TPO/TTR/TYMS/VEGFA",66,49.6426409582144,52.7925239115956,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",52.7925239115956
"DEMENTIA_HUNTINGTON DISEASE","DEMENTIA","HUNTINGTON DISEASE",2018,0,7.68296683607613e-16,1.07561535705066e-14,"ABCB1/ACHE/APOE/BDNF/C9ORF72/CALB1/CASP9/COMT/DRD2/ENO2/FUS/GFAP/GH1/GRN/HP/IGF1/IL6/MAPT/NF-KB/NGF/NTF3/PPARG/PRL/SNCA/SST/SUPEROXIDE DISMUTASE/TARDBP/TBP/TNF/TP53/TREM2/TYMS/UBIQUITIN/VCP",34,32.1632983789464,34.8023557085617,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",34.8023557085617
"DEMENTIA_BIPOLAR AFFECTIVE PSYCHOSIS","DEMENTIA","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,3.31100989161131e-14,3.31100989161131e-13,"ALDH2/APOE/AVP/BCHE/BDNF/CCL2/CHRNA4/CHRNA7/COMT/CRP/DRD2/DYT10/EPO/GDF15/GRN/IL6/IL8/LEP/MMP9/MTHFR/NTF3/OPN1SW/PRNP/S100B/SAA1/SLC6A4/SST/SUPEROXIDE DISMUTASE/TNF/TPO",30,28.7363529628623,31.0389380558564,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",31.0389380558564
"DEMENTIA_AUTISM","DEMENTIA","AUTISM",2018,0,6.77295247711458e-11,4.7410667339802e-10,"ACHE/ACTH/ADIPOQ/APOE/APP/AVP/BDNF/CCL2/CD79A/COMT/CRH/CRP/DRD2/ENO2/GFAP/GH1/GRN/HGF/IGF1/IL6/IL8/LEP/MAOB/MMP9/MTHFR/NF-KB/NGF/NTF3/PRL/PTPN4/S100B/SAA1/SCN1A/SCN2A/SCT/SLC6A4/SUPEROXIDE DISMUTASE/SYNM/TF/TNF/TP53/UBIQUITIN",42,21.4695887701904,23.4154989192457,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",23.4154989192457
"DEPRESSION_PARKINSON'S DISEASE","DEPRESSION","PARKINSON'S DISEASE",2018,0,2.14166867702085e-35,7.49584036957299e-34,"ABCB1/ACHE/ADIPOQ/ADORA2A/ADRB2/AKT1/ALB/APOB/APOE/APP/ASCL1/AVP/BCHE/BCL2/BDNF/CACNA1D/CASP1/CASP3/CCK/CCL2/CDK5/CEBPZ/CHRNA4/CLU/CNR1/COMT/CREB1/CRH/CRP/CSF3/CTNNB1/CX3CL1/CYP2D6/DBH/DDIT4/DMTN/DOCK3/DRD2/DRD3/EBPL/EPO/ESR1/FGF2/FMR1/GBA/GCG/GDNF/GH1/GJA1/GPI/GRIN2A/GRIN2B/GRM2/GRM5/GSK-3/GSK3B/HCRT/HDAC4/HERPUD1/HGF/HMGB1/HSPA4/HTR1A/HTR2A/HTT/IER3IP1/IFNG/IGF1/IGKV2D-29/IL1/IL10/IL1B/IL6/LBP/LEP/LRRK2/MAOA/MAOB/MCF2L/MCIDAS/MCIN/MIF/MIR16-1/MTHFR/MTOR/NFE2L2/NF-KB/NGF/NGFR/NLN/NMS/NOS1/NOS2/NPY4R/NTF3/NTRK2/NTS/OFC1/OPN1SW/P2RX7/PACAP/PDE4A/PPARG/PREP/PRL/PTGS2/PTPN4/RGS4/RTN4/S100B/SGCA/SIRT1/SIRT2/SLC18A2/SLC6A3/SLC6A4/SMPD1/SORT1/SST/SUBSTANCE P/TACR1/TGFB1/TLR4/TNF/TPO/TRIT1/TYMS/VEGFA",128,76.2735449125027,79.8288929739921,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",79.8288929739921
"DEPRESSION_AUTISM","DEPRESSION","AUTISM",2018,0,3.98165804164581e-24,9.29053543050688e-23,"ACHE/ACTH/ADIPOQ/ADRB2/AHI1/AKT1/APOB/APOE/APP/AR/ARSD/ASMT/AVP/BCL2/BDNF/CACNA1C/CACNA1D/CCL2/CFP/CNR1/COMT/CRH/CRP/CTNNB1/CYP2D6/DBH/DGCR8/DHH/DISC1/DNMT3B/DPP4/DRD2/DRD3/EBPL/ENPEP/ESR1/FAAH/FMR1/GH1/GLO1/GRIN2B/GRM5/GSK3B/GTS/HDAC4/HGF/HMGB1/HOMER1/HPSE/HTR1A/HTR1B/HTR2A/HTR2C/HTR4/HTR5A/HTR7/IFNG/IGF1/IL12/IL17A/IL18/IL6/IL8/KCNMA1/LEP/MAOA/MAOB/MAPK1/MCF2L/MECP2/MIA/MTHFR/MTOR/NF-KB/NGF/NTF3/NTRK2/NTS/NUFIP2/OXT/OXTR/PRB1/PRL/PRSS3/PSD/PTPN4/PYCARD/RORA/S100B/SHC2/SLC1A2/SLC6A3/SLC6A4/SYNM/TGFB1/TNF/TPH2/TSC1",98,50.7304609525521,53.8803439059333,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",53.8803439059333
"DEPRESSION_DEMENTIA","DEPRESSION","DEMENTIA",2018,0,1.18167535898127e-23,2.06793187821723e-22,"ABCB1/ACE/ACHE/ACTH/ADIPOQ/ALB/ANGIOTENSIN II/APOE/APP/AVP/BCHE/BDNF/CCL2/CD2AP/CDR1/CEBPZ/CHRNA4/CLU/COMT/CRH/CRP/DOCK3/DRD2/DYM/EPO/GCG/GET4/GH1/GHRH/HGF/HTR1F/IGF1/IL10/IL1B/IL6/IL8/KCNJ13/LEP/LRRK2/MAOB/MCIDAS/MCIN/MME/MTHFR/NF-KB/NGF/NPS/NTF3/OPN1SW/PAEP/PPARG/PRL/PSEN1/PTH/PTPN4/S100B/SELENBP1/SGCA/SLC6A4/SST/SYNM/TNF/TPO/TTR/TYMS/VEGFA",66,49.9303230306661,52.7925239115956,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",52.7925239115956
"DEPRESSION_BIPOLAR AFFECTIVE PSYCHOSIS","DEPRESSION","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,1.55477623549775e-20,2.17668672969685e-19,"APOE/AVP/BCHE/BDNF/CACNA1C/CCL2/CFP/CHRNA4/COMT/CRP/DBH/DISC1/DRD2/EBPL/ENPEP/EPO/FKBP5/FMR1/GDNF/GRIN1/GRIN2B/GSK-3/GSK3B/HPSE/HTR1A/HTR2A/IL2/IL6/IL8/KCNK2/LEP/MAOA/MIR182/MTHFR/NCAM1/NR3C1/NTF3/NTRK2/OFC1/OPN1SW/P2RX7/PDLIM5/S100B/SLC1A2/SLC6A2/SLC6A3/SLC6A4/SST/TACR1/TLR4/TNF/TPH2/TPO/TRH/WFS1",55,42.9713128949905,45.6103702246058,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",45.6103702246058
"DEPRESSION_ANXIETY DISORDER","DEPRESSION","ANXIETY DISORDER",2018,0,2.39054631348846e-19,2.78897069906987e-18,"BDNF/CCK/COMT/CRH/CRP/FGF2/GRM2/GRM5/GTS/HCRTR1/HPSE/HTR1A/HTR1F/NPS/NPSR1/NPY/NR3C1/OPN1SW/OPRK1/SLC16A1/SLC6A4/TNF/TPH2/TSPO",24,40.4208590711937,42.877594844015,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",42.877594844015
"DEPRESSION_RESPIRATORY SYNCYTIAL VIRUS INFECTION","DEPRESSION","RESPIRATORY SYNCYTIAL VIRUS INFECTION",2018,0,3.24220438215705e-07,1.08073479405235e-06,"CASP1/CCL2/ICAM1/IFNA1/IFNB1/IFNG/IL10/IL12/IL17A/IL18/IL1B/IL2/IL6/IL8/NFE2L2/NF-KB/NGF/NLRP3/NR3C1/PYCARD/SUBSTANCE P/TGFB1/TLR3/TLR4/TNF",25,13.7378693833081,14.941842187634,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",14.941842187634
"HELICOBACTER PYLORI INFECTION_CHRONIC ULCERATIVE COLITIS","HELICOBACTER PYLORI INFECTION","CHRONIC ULCERATIVE COLITIS",2018,0,7.59772607380602e-27,2.65920412583211e-25,"AKT1/CAT/CD14/CD79A/CDH1/CRP/CTNNB1/HIF1A/HSPA4/IFNG/IL10/IL17A/IL1B/IL1RN/IL21/IL22/IL23A/IL2RA/IL33/IL4/IL6/IL8/MET/MIR155/MMP3/MMP9/MUC5AC/NF-KB/NFKB1/NOD1/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR9/TNF/TP53/VEGFA",40,56.586600447642,60.1419485091314,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",60.1419485091314
"HELICOBACTER PYLORI INFECTION_CROHN'S DISEASE","HELICOBACTER PYLORI INFECTION","CROHN'S DISEASE",2018,0,1.79102336095449e-23,4.1790545088938e-22,"AHSG/CASP3/CAT/CD14/CD274/CD79A/CRP/CTNNB1/DEFB4A/GAST/HSPA4/IFNG/IL10/IL17A/IL1B/IL21/IL22/IL23A/IL2RA/IL33/IL6/IL8/LY75/MBL2/MMP3/MMP9/NF-KB/NFKB1/NFKBIA/PTGS2/STAT3/TLR4/TLR5/TNF/TP53/VEGFA",36,49.2267870189626,52.3766699723439,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",52.3766699723439
"HELICOBACTER PYLORI INFECTION_PSORIASIS","HELICOBACTER PYLORI INFECTION","PSORIASIS",2018,0,6.13776704529684e-23,1.07410923292695e-21,"AKT1/CD274/CD79A/CDKN2A/CRP/CTNNB1/DEFB4A/EGFR/HIF1A/IFNA1/IFNG/IL10/IL17A/IL1B/IL1RN/IL21/IL22/IL23A/IL2RA/IL33/IL4/IL6/IL8/JUN/MIR155/MIR203/MMP9/NF-KB/NFKB1/NFKBIA/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR8/TLR9/TNF/TP53/TRPV1/VEGFA",42,48.2827952553242,51.1449961362536,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",51.1449961362536
"HELICOBACTER PYLORI INFECTION_SARCOIDOSIS","HELICOBACTER PYLORI INFECTION","SARCOIDOSIS",2018,0,4.93188306337397e-22,6.90463628872356e-21,"AKT1/CD14/CD274/CD79A/CRP/HIF1A/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL1RN/IL2RA/IL4/IL6/IL8/MMP9/NF-KB/NOD1/PPARG/TLR2/TLR4/TLR9/TNF/TP53/VEGFA",27,46.4220938410109,49.0611511706262,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",49.0611511706262
"HELICOBACTER PYLORI INFECTION_HEPATITIS B","HELICOBACTER PYLORI INFECTION","HEPATITIS B",2018,0,8.49334802655612e-22,9.90890603098214e-21,"AKT1/BIRC3/CD14/CD274/CD79A/CDH1/CDKN2A/CRP/CTNNB1/EGFR/HSP90AA1/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL21/IL22/IL23A/IL2RA/IL33/IL4/IL6/IL8/JUN/MBL2/MIR155/MIR210/MIR223/MIR30B/MMP9/NF-KB/NFKB1/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR9/TNF/TP53/VEGFA",44,46.0608530010421,48.5175887738634,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",48.5175887738634
"HELICOBACTER PYLORI INFECTION_HUMAN FLU","HELICOBACTER PYLORI INFECTION","HUMAN FLU",2018,0,2.0765723685608e-20,2.0765723685608e-19,"AKT1/CASP3/CAT/CD274/CD79A/CRP/CTNNB1/EGFR/HSP90AA1/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL21/IL22/IL2RA/IL33/IL4/IL6/IL8/JUN/MBL2/MIR155/MIR223/MMP9/MUC5AC/NF-KB/NFKB1/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR5/TLR8/TLR9/TNF/TP53/XCL1",42,43.0183981321843,45.3209832251783,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",45.3209832251783
"HELICOBACTER PYLORI INFECTION_SALMONELLA INFECTION","HELICOBACTER PYLORI INFECTION","SALMONELLA INFECTION",2018,0,1.09365437760988e-18,9.56947580408646e-18,"AKT1/CASP3/CAT/CD274/CD79A/CDKN2A/CRP/CTNNB1/DEFB4A/EGFR/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL22/IL23A/IL4/IL6/IL8/IQGAP1/JUN/MBL2/MIR155/NF-KB/NFKB1/NOD1/NOS2/PPARG/PTGS2/STAT3/TLR2/TLR4/TLR5/TLR9/TNF/VEGFA",38,39.1879532448408,41.3570069452103,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",41.3570069452103
"HELICOBACTER PYLORI INFECTION_SCLERODERMA","HELICOBACTER PYLORI INFECTION","SCLERODERMA",2018,0,2.43858556975754e-18,1.89667766536697e-17,"CD14/CD79A/CRP/CTNNB1/CXCL12/EGFR/IFNA1/IFNG/IL10/IL17A/IL1RN/IL21/IL22/IL2RA/IL33/IL4/IL6/IL8/MAPK1/MBL2/MIR155/MMP3/MMP9/NF-KB/PPARG/STAT3/TLR4/TLR8/TLR9/TNF/VEGFA",31,38.5038428224822,40.5551134871953,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",40.5551134871953
"HELICOBACTER PYLORI INFECTION_FUNGUS DISEASE","HELICOBACTER PYLORI INFECTION","FUNGUS DISEASE",2018,0,7.48257390333129e-18,5.2378017323319e-17,"CD79A/HIF1A/HSP90AA1/IFNA1/IFNG/IL10/IL17A/IL1B/IL22/IL23A/IL2RA/IL33/IL4/IL6/NFKB1/TLR2/TLR4/TNF",18,37.4880446873181,39.4339548363735,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",39.4339548363735
"HELICOBACTER PYLORI INFECTION_CLASSICAL DENGUE FEVERS","HELICOBACTER PYLORI INFECTION","CLASSICAL DENGUE FEVERS",2018,0,8.43392121797451e-16,5.36704077507469e-15,"AKT1/CASP3/CAT/CD14/CD79A/CRP/HSP90AA1/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL4/IL6/IL8/JUN/MBL2/MIR223/MMP3/NF-KB/NOS2/PTGS2/STAT3/TLR2/TLR4/TNF/TP53/VEGFA",29,32.8584997043767,34.7090996736277,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",34.7090996736277
"HELICOBACTER PYLORI INFECTION_PARKINSON'S DISEASE","HELICOBACTER PYLORI INFECTION","PARKINSON'S DISEASE",2018,0,6.85783032241475e-07,1.22824400792683e-06,"AKT1/CASP3/CAT/CRP/CTNNB1/EGFR/HSPA4/IFNG/IL10/IL1B/IL6/MMP3/MMP9/NF-KB/NFKB1/NOS2/OGG1/PPARG/PTGS2/SHH/TLR2/TLR4/TNF/TP53/VEGFA",25,13.6099250444548,14.1927045387788,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",14.1927045387788
"HELICOBACTER PYLORI INFECTION_DEPRESSION","HELICOBACTER PYLORI INFECTION","DEPRESSION",2018,0,7.19400061785714e-07,1.22824400792683e-06,"AKT1/CASP3/CRP/CTNNB1/CYP2C19/HSPA4/IFNA1/IFNG/IL10/IL17A/IL1B/IL1RN/IL2RA/IL6/IL8/MAPK1/NF-KB/NOS2/PPARG/PTGS2/STAT3/TLR4/TNF/TRPV1/VEGFA",25,13.6099250444548,14.1448482197998,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",14.1448482197998
"HELICOBACTER PYLORI INFECTION_DEMENTIA","HELICOBACTER PYLORI INFECTION","DEMENTIA",2018,0,1.10457035014492e-05,1.68086792413357e-05,"CD79A/CRP/IL10/IL1B/IL6/IL8/MMP3/MMP9/NF-KB/PEBP1/PPARG/TNF/TP53/VEGFA",14,10.9936151834499,11.4134690290102,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",11.4134690290102
"HELICOBACTER PYLORI INFECTION_AUTISM","HELICOBACTER PYLORI INFECTION","AUTISM",2018,0,0.000182777983164359,0.000232626524027366,"AKT1/CAT/CD79A/CRP/CTNNB1/IFNG/IL17A/IL23A/IL6/IL8/JUN/MAPK1/MMP9/NF-KB/NFKB1/SHH/TNF/TP53",18,8.36607629158918,8.60723834840607,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",8.60723834840607
"HELICOBACTER PYLORI INFECTION_HUNTINGTON DISEASE","HELICOBACTER PYLORI INFECTION","HUNTINGTON DISEASE",2018,0,0.00046775814166846,0.000584697677085576,"AKT1/CASP3/CTNNB1/HSPA4/IL6/MAPK1/NF-KB/NFKB1/PPARG/TNF/TP53",11,7.44441563562178,7.66755918693599,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",7.66755918693599
