"Source","Target","degree"
"VIP","psychiatric",2
"VIPR2","psychiatric",2
"VLDLR","psychiatric",2
"VSNL1","psychiatric",2
"WFS1","psychiatric",2
"WWC1","psychiatric",2
"ZNF804A","psychiatric",2
"A2M","psychiatric",1
"AADAT","psychiatric",1
"ABCA7","psychiatric",1
"ABCB10P1","psychiatric",1
"ABCD1","psychiatric",1
"ABP1","psychiatric",1
"ACAT1","psychiatric",1
"ACCS","psychiatric",1
"ACP1","psychiatric",1
"ACSL6","psychiatric",1
"AD8","psychiatric",1
"ADA","psychiatric",1
"ADAM10","psychiatric",1
"ADAMTS10","psychiatric",1
"ADAMTS12","psychiatric",1
"ADCY3","psychiatric",1
"ADCY5","psychiatric",1
"ADCY8","psychiatric",1
"ADD3","psychiatric",1
"ADNP2","psychiatric",1
"ADRA2A","psychiatric",1
"ADRA2C","psychiatric",1
"ADSL","psychiatric",1
"ADSS","psychiatric",1
"AGRN","psychiatric",1
"AGT","psychiatric",1
"AHR","psychiatric",1
"AIFM1","psychiatric",1
"AIMP2","psychiatric",1
"AIS","psychiatric",1
"AKR1B1","psychiatric",1
"AKT3","psychiatric",1
"ALDH1A3","psychiatric",1
"ALG1","psychiatric",1
"ALG9","psychiatric",1
"ALLC","psychiatric",1
"ALMS1","psychiatric",1
"ALOX12","psychiatric",1
"ALOX15","psychiatric",1
"ALX4","psychiatric",1
"AMBP","psychiatric",1
"AMBRA1","psychiatric",1
"AMPD1","psychiatric",1
"AMY1A","psychiatric",1
"ANAPC1","psychiatric",1
"ANKK1","psychiatric",1
"ANKRD11","psychiatric",1
"ANMA","psychiatric",1
"ANXA1","psychiatric",1
"ANXA5","psychiatric",1
"ANXA6","psychiatric",1
"AOC2","psychiatric",1
"AOC3","psychiatric",1
"APAF1","psychiatric",1
"APBA1","psychiatric",1
"APBA2","psychiatric",1
"APBB1","psychiatric",1
"APBB2","psychiatric",1
"APC","psychiatric",1
"APCS","psychiatric",1
"APLN","psychiatric",1
"APLP1","psychiatric",1
"APLP2","psychiatric",1
"APOA4","psychiatric",1
"APOC1","psychiatric",1
"APOC2","psychiatric",1
"ARFGAP1","psychiatric",1
"ARFGEF1","psychiatric",1
"ARHGAP32","psychiatric",1
"ARHGAP33","psychiatric",1
"ARHGEF7","psychiatric",1
"ARID1B","psychiatric",1
"ARR3","psychiatric",1
"ARX","psychiatric",1
"ASD1","psychiatric",1
"ASIC1","psychiatric",1
"ASTN2","psychiatric",1
"ATCAY","psychiatric",1
"ATF6","psychiatric",1
"ATG5","psychiatric",1
"ATG7","psychiatric",1
"ATN1","psychiatric",1
"ATP2B2","psychiatric",1
"ATP5A1","psychiatric",1
"ATP6V0A4","psychiatric",1
"ATXN2","psychiatric",1
"AUTS1","psychiatric",1
"AVPR1A","psychiatric",1
"AZU1","psychiatric",1
"BAG5","psychiatric",1
"BCKDK","psychiatric",1
"BCL11A","psychiatric",1
"BCL2A1","psychiatric",1
"BCL2L1","psychiatric",1
"BCYRN1","psychiatric",1
"BEST1","psychiatric",1
"BGLAP","psychiatric",1
"BIN1","psychiatric",1
"BLMH","psychiatric",1
"BLVRA","psychiatric",1
"BNIP3L","psychiatric",1
"BP1","psychiatric",1
"BP3","psychiatric",1
"BP4","psychiatric",1
"BRAF","psychiatric",1
"BRCA1","psychiatric",1
"BST1","psychiatric",1
"C4A","psychiatric",1
"C4BPB","psychiatric",1
"C5","psychiatric",1
"C6ORF15","psychiatric",1
"CACNA1H","psychiatric",1
"CACNA1I","psychiatric",1
"CACNB2","psychiatric",1
"CACNG8","psychiatric",1
"CADPS2","psychiatric",1
"CALCA","psychiatric",1
"CALD1","psychiatric",1
"CALHM1","psychiatric",1
"CALML5","psychiatric",1
"CAMK2B","psychiatric",1
"CAMKK2","psychiatric",1
"CAPN2","psychiatric",1
"CAPS2","psychiatric",1
"CARTPT","psychiatric",1
"CASP8","psychiatric",1
"CASR","psychiatric",1
"CBL","psychiatric",1
"CBLN1","psychiatric",1
"CBR1","psychiatric",1
"CBS","psychiatric",1
"CC2D1A","psychiatric",1
"CCDC62","psychiatric",1
"CCKAR","psychiatric",1
"CCL3","psychiatric",1
"CCNB1","psychiatric",1
"CCNC","psychiatric",1
"CCND1","psychiatric",1
"CCR2","psychiatric",1
"CCR6","psychiatric",1
"CD14","psychiatric",1
"CD163","psychiatric",1
"CD200R1","psychiatric",1
"CD33","psychiatric",1
"CD34","psychiatric",1
"CD36","psychiatric",1
"CD3D","psychiatric",1
"CD40","psychiatric",1
"CD44","psychiatric",1
"CD47","psychiatric",1
"CD55","psychiatric",1
"CD68","psychiatric",1
"CDC25C","psychiatric",1
"CDH1","psychiatric",1
"CDH13","psychiatric",1
"CDH15","psychiatric",1
"CDH2","psychiatric",1
"CDK1","psychiatric",1
"CDK4","psychiatric",1
"CDK7","psychiatric",1
"CDK9","psychiatric",1
"CDKL1","psychiatric",1
"CDKN1B","psychiatric",1
"CDKN2A","psychiatric",1
"CDNF","psychiatric",1
"CDT1","psychiatric",1
"CEACAM5","psychiatric",1
"CEBPA","psychiatric",1
"CEBPD","psychiatric",1
"CES1","psychiatric",1
"CETN1","psychiatric",1
"CHCHD2","psychiatric",1
"CHD8","psychiatric",1
"CHIT1","psychiatric",1
"CHM","psychiatric",1
"CHMP2B","psychiatric",1
"CHR","psychiatric",1
"CIB1","psychiatric",1
"CKAP2","psychiatric",1
"CLCN1","psychiatric",1
"CLDN5","psychiatric",1
"CLEC7A","psychiatric",1
"CLINT1","psychiatric",1
"CMIP","psychiatric",1
"CMYA5","psychiatric",1
"CNP","psychiatric",1
"CNPY2","psychiatric",1
"CNTN4","psychiatric",1
"CNTN5","psychiatric",1
"COL2A1","psychiatric",1
"COMMD3","psychiatric",1
"CORT","psychiatric",1
"CPB1","psychiatric",1
"CPLX2","psychiatric",1
"CPZ","psychiatric",1
"CRAC1","psychiatric",1
"CRHBP","psychiatric",1
"CRHR2","psychiatric",1
"CRMP1","psychiatric",1
"CRTC1","psychiatric",1
"CRY1","psychiatric",1
"CRY2","psychiatric",1
"CRYM","psychiatric",1
"CRYZ","psychiatric",1
"CSE","psychiatric",1
"CSF1","psychiatric",1
"CSF1R","psychiatric",1
"CSMD1","psychiatric",1
"CSMD2","psychiatric",1
"CSNK1A1","psychiatric",1
"CSNK2B","psychiatric",1
"CTCFL","psychiatric",1
"CTGF","psychiatric",1
"CTLA4","psychiatric",1
"CTNNA2","psychiatric",1
"CTSC","psychiatric",1
"CTSG","psychiatric",1
"CTSK","psychiatric",1
"CTXN3","psychiatric",1
"CUX1","psychiatric",1
"CXCR2","psychiatric",1
"CXCR4","psychiatric",1
"CXORF36","psychiatric",1
"CXXC1","psychiatric",1
"CYP17A1","psychiatric",1
"CYP19A1","psychiatric",1
"CYP1A2","psychiatric",1
"CYP21A2","psychiatric",1
"CYP2C19","psychiatric",1
"CYP46A1","psychiatric",1
"DAB1","psychiatric",1
"DAPK1","psychiatric",1
"DBI","psychiatric",1
"DBN1","psychiatric",1
"DCLK1","psychiatric",1
"DCX","psychiatric",1
"DDO","psychiatric",1
"DDR1","psychiatric",1
"DEAF1","psychiatric",1
"DEGS2","psychiatric",1
"DGCR2","psychiatric",1
"DGCR6","psychiatric",1
"DGKH","psychiatric",1
"DHCR24","psychiatric",1
"DIABLO","psychiatric",1
"DISC2","psychiatric",1
"DIXDC1","psychiatric",1
"DLC1","psychiatric",1
"DLD","psychiatric",1
"DLG1","psychiatric",1
"DLGAP1","psychiatric",1
"DLX6","psychiatric",1
"DNAJA3","psychiatric",1
"DNAJB1","psychiatric",1
"DNAJC13","psychiatric",1
"DNAJC5","psychiatric",1
"DNAJC6","psychiatric",1
"DNASE1","psychiatric",1
"DOCK4","psychiatric",1
"DPP6","psychiatric",1
"DPYSL5","psychiatric",1
"DTNBP1","psychiatric",1
"DUSP1","psychiatric",1
"DVL1P1","psychiatric",1
"EBP","psychiatric",1
"ECE1","psychiatric",1
"EEF1A1","psychiatric",1
"EEF2","psychiatric",1
"EFNB2","psychiatric",1
"EFR3A","psychiatric",1
"EGR1","psychiatric",1
"EGR3","psychiatric",1
"EHMT1","psychiatric",1
"EIF2AK2","psychiatric",1
"EIF2S1","psychiatric",1
"EIF4G1","psychiatric",1
"ELANE","psychiatric",1
"ELAVL1","psychiatric",1
"EN1","psychiatric",1
"ENDOG","psychiatric",1
"ENO1","psychiatric",1
"EPHA1","psychiatric",1
"EPHA4","psychiatric",1
"ERBB2","psychiatric",1
"ERBB3","psychiatric",1
"ERBB4","psychiatric",1
"ERMN","psychiatric",1
"ERVW-1","psychiatric",1
"ETV5","psychiatric",1
"FA2H","psychiatric",1
"FABP5","psychiatric",1
"FAF1","psychiatric",1
"FAM3C","psychiatric",1
"FANCC","psychiatric",1
"FAP","psychiatric",1
"FASN","psychiatric",1
"FBXO2","psychiatric",1
"FBXO7","psychiatric",1
"FBXW7","psychiatric",1
"FCGR2B","psychiatric",1
"FERMT2","psychiatric",1
"FEZ1","psychiatric",1
"FGA","psychiatric",1
"FGF1","psychiatric",1
"FGF14","psychiatric",1
"FGF20","psychiatric",1
"FGF22","psychiatric",1
"FIS1","psychiatric",1
"FN1","psychiatric",1
"FOLH1","psychiatric",1
"FOLH1B","psychiatric",1
"FOLR2","psychiatric",1
"FOSB","psychiatric",1
"FOXA2","psychiatric",1
"FOXG1","psychiatric",1
"FPR2","psychiatric",1
"FRMD6","psychiatric",1
"FST","psychiatric",1
"FTMT","psychiatric",1
"FURIN","psychiatric",1
"FXYD6","psychiatric",1
"FZD3","psychiatric",1
"GAB2","psychiatric",1
"GABRA3","psychiatric",1
"GABRA4","psychiatric",1
"GABRA6","psychiatric",1
"GABRB3","psychiatric",1
"GABRD","psychiatric",1
"GAD2","psychiatric",1
"GAK","psychiatric",1
"GAL3ST1","psychiatric",1
"GALP","psychiatric",1
"GALR1","psychiatric",1
"GALR2","psychiatric",1
"GALR3","psychiatric",1
"GBP1","psychiatric",1
"GDF11","psychiatric",1
"GDF2","psychiatric",1
"GDF5","psychiatric",1
"GEM","psychiatric",1
"GGA3","psychiatric",1
"GIGYF2","psychiatric",1
"GIP","psychiatric",1
"GIT1","psychiatric",1
"GJD2","psychiatric",1
"GLA","psychiatric",1
"GLB1","psychiatric",1
"GLP1R","psychiatric",1
"GLRX","psychiatric",1
"GLS2","psychiatric",1
"GLT8D1","psychiatric",1
"GM2A","psychiatric",1
"GMCL1","psychiatric",1
"GNB1L","psychiatric",1
"GNB3","psychiatric",1
"GPC4","psychiatric",1
"GPER1","psychiatric",1
"GPHN","psychiatric",1
"GPM6A","psychiatric",1
"GPR158","psychiatric",1
"GPR3","psychiatric",1
"GPR39","psychiatric",1
"GPR50","psychiatric",1
"GPR52","psychiatric",1
"GPR6","psychiatric",1
"GPR85","psychiatric",1
"GPX1","psychiatric",1
"GPX4","psychiatric",1
"GRIA4","psychiatric",1
"GRIK1","psychiatric",1
"GRIK3","psychiatric",1
"GRIK4","psychiatric",1
"GRIN2C","psychiatric",1
"GRIN3A","psychiatric",1
"GRIN3B","psychiatric",1
"GRIP1","psychiatric",1
"GRPR","psychiatric",1
"GSAP","psychiatric",1
"GSN","psychiatric",1
"GSTK1","psychiatric",1
"GSTZ1","psychiatric",1
"GTF2I","psychiatric",1
"GULP1","psychiatric",1
"H2AFZ","psychiatric",1
"HAP1","psychiatric",1
"HBEGF","psychiatric",1
"HCAR2","psychiatric",1
"HCG9","psychiatric",1
"HCN1","psychiatric",1
"HCN4","psychiatric",1
"HDAC2","psychiatric",1
"HDAC3","psychiatric",1
"HDAC5","psychiatric",1
"HDAC6","psychiatric",1
"HDC","psychiatric",1
"HEPACAM","psychiatric",1
"HES4","psychiatric",1
"HHEX","psychiatric",1
"HIF1A","psychiatric",1
"HIF3A","psychiatric",1
"HIP1","psychiatric",1
"HIP1R","psychiatric",1
"HISTONE H1","psychiatric",1
"HISTONE H3","psychiatric",1
"HIVEP2","psychiatric",1
"HLA-C","psychiatric",1
"HLA-E","psychiatric",1
"HMGA1","psychiatric",1
"HMGCR","psychiatric",1
"HOTAIR","psychiatric",1
"HOXA1","psychiatric",1
"HOXB1","psychiatric",1
"HOXD13","psychiatric",1
"HRH2","psychiatric",1
"HS3ST1","psychiatric",1
"HSD11B1","psychiatric",1
"HSD17B10","psychiatric",1
"HSP90AA1","psychiatric",1
"HSP90B2P","psychiatric",1
"HSPA1A","psychiatric",1
"HSPA5","psychiatric",1
"HSPB1","psychiatric",1
"HSPB2","psychiatric",1
"HSPD1","psychiatric",1
"HSPG2","psychiatric",1
"HTR2B","psychiatric",1
"HTR3A","psychiatric",1
"HTR5BP","psychiatric",1
"HTRA1","psychiatric",1
"IAPP","psychiatric",1
"IDO1","psychiatric",1
"IDO2","psychiatric",1
"IDUA","psychiatric",1
"IFI16","psychiatric",1
"IFNA2","psychiatric",1
"IFT57","psychiatric",1
"IGF1R","psychiatric",1
"IGF2","psychiatric",1
"IGFBP2","psychiatric",1
"IGFBP3","psychiatric",1
"IGFBP7","psychiatric",1
"IGHD","psychiatric",1
"IGLJ2","psychiatric",1
"IL13","psychiatric",1
"IL15","psychiatric",1
"IL1A","psychiatric",1
"IL1RAPL1","psychiatric",1
"IL3","psychiatric",1
"IL33","psychiatric",1
"IL34","psychiatric",1
"IL5","psychiatric",1
"IMMT","psychiatric",1
"IMPA1","psychiatric",1
"INHBE","psychiatric",1
"INPP5D","psychiatric",1
"IPO5","psychiatric",1
"IREB2","psychiatric",1
"IRF6","psychiatric",1
"IRS1","psychiatric",1
"IRS2","psychiatric",1
"ITGB3","psychiatric",1
"ITIH4","psychiatric",1
"ITPR1","psychiatric",1
"ITPR3","psychiatric",1
"ITSN2","psychiatric",1
"JAKMIP1","psychiatric",1
"JARID2","psychiatric",1
"JPH3","psychiatric",1
"KAT5","psychiatric",1
"KCNH2","psychiatric",1
"KCNIP3","psychiatric",1
"KCNJ2","psychiatric",1
"KCNJ3","psychiatric",1
"KCNJ6","psychiatric",1
"KCNK9","psychiatric",1
"KCNN3","psychiatric",1
"KCNN4","psychiatric",1
"KCNQ2","psychiatric",1
"KCNQ3","psychiatric",1
"KDM6A","psychiatric",1
"KIAA0101","psychiatric",1
"KIF1A","psychiatric",1
"KL","psychiatric",1
"KLK3","psychiatric",1
"KMT2C","psychiatric",1
"KNG1","psychiatric",1
"KPNA3","psychiatric",1
"L1CAM","psychiatric",1
"LAMB1","psychiatric",1
"LAMP1","psychiatric",1
"LAMP2","psychiatric",1
"LCH","psychiatric",1
"LCN1","psychiatric",1
"LCT","psychiatric",1
"LDLR","psychiatric",1
"LGALS3","psychiatric",1
"LGI1","psychiatric",1
"LGMN","psychiatric",1
"LHB","psychiatric",1
"LHCGR","psychiatric",1
"LILRB2","psychiatric",1
"LILRB3","psychiatric",1
"LINC00271","psychiatric",1
"LINGO2","psychiatric",1
"LIPA","psychiatric",1
"LIPC","psychiatric",1
"LMO3","psychiatric",1
"LMX1A","psychiatric",1
"LNPEP","psychiatric",1
"LPL","psychiatric",1
"LRP1","psychiatric",1
"LRP8","psychiatric",1
"LRRC4","psychiatric",1
"LRRK1","psychiatric",1
"LRRN3","psychiatric",1
"LRRTM1","psychiatric",1
"LRTM1","psychiatric",1
"LSAMP","psychiatric",1
"LSM2","psychiatric",1
"LTA","psychiatric",1
"LTB4R","psychiatric",1
"LTF","psychiatric",1
"LXN","psychiatric",1
"MAD1L1","psychiatric",1
"MAG","psychiatric",1
"MAGED1","psychiatric",1
"MAGI2","psychiatric",1
"MANF","psychiatric",1
"MAP1S","psychiatric",1
"MAP2K7","psychiatric",1
"MAP3K5","psychiatric",1
"MAP4K4","psychiatric",1
"MAP6","psychiatric",1
"MAPK10","psychiatric",1
"MAPK14","psychiatric",1
"MAPK8IP1","psychiatric",1
"MAPT-AS1","psychiatric",1
"MARK2","psychiatric",1
"MBD1","psychiatric",1
"MBL2","psychiatric",1
"MC1R","psychiatric",1
"MCCC2","psychiatric",1
"MCL1","psychiatric",1
"MDGA1","psychiatric",1
"MED12","psychiatric",1
"MEF2C","psychiatric",1
"MEF2D","psychiatric",1
"MEIS2","psychiatric",1
"MGAT3","psychiatric",1
"MGEA5","psychiatric",1
"MGS","psychiatric",1
"MIAT","psychiatric",1
"MIDN","psychiatric",1
"MIR107","psychiatric",1
"MIR10B","psychiatric",1
"MIR1202","psychiatric",1
"MIR124-1","psychiatric",1
"MIR133B","psychiatric",1
"MIR134","psychiatric",1
"MIR146A","psychiatric",1
"MIR155","psychiatric",1
"MIR183","psychiatric",1
"MIR21","psychiatric",1
"MIR212","psychiatric",1
"MIR219-1","psychiatric",1
"MIR221","psychiatric",1
"MIR30E","psychiatric",1
"MIR342","psychiatric",1
"MIR346","psychiatric",1
"MIR34C","psychiatric",1
"MIR433","psychiatric",1
"MIR497","psychiatric",1
"MIR615","psychiatric",1
"MIR656","psychiatric",1
"MIR-7","psychiatric",1
"MIR708","psychiatric",1
"MLC1","psychiatric",1
"MLH1","psychiatric",1
"MLH3","psychiatric",1
"MMEL1","psychiatric",1
"MMP16","psychiatric",1
"MMP2","psychiatric",1
"MMP24","psychiatric",1
"MOG","psychiatric",1
"MPI","psychiatric",1
"MSRA","psychiatric",1
"MSX2","psychiatric",1
"MT3","psychiatric",1
"MTHFD1","psychiatric",1
"MTSS1","psychiatric",1
"MUC22","psychiatric",1
"MVP","psychiatric",1
"MX1","psychiatric",1
"MYC","psychiatric",1
"MYOCD","psychiatric",1
"MYT1L","psychiatric",1
"NAE1","psychiatric",1
"NAT2","psychiatric",1
"NBEA","psychiatric",1
"NBL1","psychiatric",1
"NBN","psychiatric",1
"NCAN","psychiatric",1
"NCSTN","psychiatric",1
"ND1","psychiatric",1
"ND2","psychiatric",1
"ND5","psychiatric",1
"NDE1","psychiatric",1
"NDEL1","psychiatric",1
"NDP","psychiatric",1
"NEDD4","psychiatric",1
"NEDD4L","psychiatric",1
"NEDD9","psychiatric",1
"NEFH","psychiatric",1
"NEFL","psychiatric",1
"NEFM","psychiatric",1
"NEIL1","psychiatric",1
"NEUROD1","psychiatric",1
"NEUROD6","psychiatric",1
"NEUROG1","psychiatric",1
"NEUROKININ A","psychiatric",1
"NF1","psychiatric",1
"NF2","psychiatric",1
"NGB","psychiatric",1
"NKAPL","psychiatric",1
"NLGN1","psychiatric",1
"NLGN3","psychiatric",1
"NLGN4X","psychiatric",1
"NLGN4Y","psychiatric",1
"NLRP6","psychiatric",1
"NOD2","psychiatric",1
"NOS1AP","psychiatric",1
"NOTCH1","psychiatric",1
"NOTCH3","psychiatric",1
"NPAS3","psychiatric",1
"NPAS4","psychiatric",1
"NPTX2","psychiatric",1
"NPTXR","psychiatric",1
"NQO1","psychiatric",1
"NQO2","psychiatric",1
"NR1D1","psychiatric",1
"NR1H2","psychiatric",1
"NR2E1","psychiatric",1
"NR3C2","psychiatric",1
"NRCAM","psychiatric",1
"NRG2","psychiatric",1
"NRG3","psychiatric",1
"NRP2","psychiatric",1
"NRTN","psychiatric",1
"NRXN2","psychiatric",1
"NRXN3","psychiatric",1
"NSD1","psychiatric",1
"NSF","psychiatric",1
"NT3","psychiatric",1
"NT5C1A","psychiatric",1
"NT5C2","psychiatric",1
"NTF4","psychiatric",1
"NTNG1","psychiatric",1
"NTNG2","psychiatric",1
"NTRK3","psychiatric",1
"NTSR1","psychiatric",1
"NUCB1","psychiatric",1
"NUCB2","psychiatric",1
"OCA2","psychiatric",1
"OGG1","psychiatric",1
"OLIG2","psychiatric",1
"OPN1MW","psychiatric",1
"OPRL1","psychiatric",1
"P2RY1","psychiatric",1
"PAFAH1B1","psychiatric",1
"PAH","psychiatric",1
"PAK3","psychiatric",1
"PARK10","psychiatric",1
"PARK16","psychiatric",1
"PARK4","psychiatric",1
"PARL","psychiatric",1
"PAX6","psychiatric",1
"PCDH10","psychiatric",1
"PCDH15","psychiatric",1
"PCDH19","psychiatric",1
"PCLO","psychiatric",1
"PCM1","psychiatric",1
"PCNT","psychiatric",1
"PCSK9","psychiatric",1
"PDCD1","psychiatric",1
"PDE2A","psychiatric",1
"PDE5A","psychiatric",1
"PDE9A","psychiatric",1
"PDGFRB","psychiatric",1
"PDIK1L","psychiatric",1
"PDPK1","psychiatric",1
"PDXDC1","psychiatric",1
"PEBP1","psychiatric",1
"PEG3","psychiatric",1
"PEPD","psychiatric",1
"PER3","psychiatric",1
"PGAM5","psychiatric",1
"PGC","psychiatric",1
"PGD","psychiatric",1
"PGRMC1","psychiatric",1
"PHF1","psychiatric",1
"PHLDA2","psychiatric",1
"PI4KA","psychiatric",1
"PICK1","psychiatric",1
"PID1","psychiatric",1
"PIN1","psychiatric",1
"PIP4K2A","psychiatric",1
"PITPNM1","psychiatric",1
"PITX1","psychiatric",1
"PITX3","psychiatric",1
"PKD1","psychiatric",1
"PLAU","psychiatric",1
"PLCB1","psychiatric",1
"PLD3","psychiatric",1
"PLK2","psychiatric",1
"PLTP","psychiatric",1
"PLXNA2","psychiatric",1
"PMEL","psychiatric",1
"POGZ","psychiatric",1
"POLB","psychiatric",1
"POLE4","psychiatric",1
"PORCN","psychiatric",1
"POU3F1","psychiatric",1
"PPIF","psychiatric",1
"PPIL2","psychiatric",1
"PPL","psychiatric",1
"PPM1D","psychiatric",1
"PPP1R2","psychiatric",1
"PPP1R3C","psychiatric",1
"PPP3CC","psychiatric",1
"PPR1","psychiatric",1
"PPY","psychiatric",1
"PRD","psychiatric",1
"PRDX6","psychiatric",1
"PRKAA2","psychiatric",1
"PRKCB","psychiatric",1
"PRKCZ","psychiatric",1
"PRKG1","psychiatric",1
"PROC","psychiatric",1
"PRODH","psychiatric",1
"PRODH2","psychiatric",1
"PSENEN","psychiatric",1
"PSIP1","psychiatric",1
"PSMB8","psychiatric",1
"PSMD9","psychiatric",1
"PSME3","psychiatric",1
"PSPN","psychiatric",1
"PSS","psychiatric",1
"PTCHD1","psychiatric",1
"PTGDS","psychiatric",1
"PTGER2","psychiatric",1
"PTGES","psychiatric",1
"PTGS1","psychiatric",1
"PTH2R","psychiatric",1
"PTK2","psychiatric",1
"PTK2B","psychiatric",1
"PTPRZ1","psychiatric",1
"PTS","psychiatric",1
"PZP","psychiatric",1
"QKI","psychiatric",1
"RAB11A","psychiatric",1
"RAB11FIP5","psychiatric",1
"RAB5A","psychiatric",1
"RAB7A","psychiatric",1
"RAB7L1","psychiatric",1
"RAC1","psychiatric",1
"RAF1","psychiatric",1
"RAP1A","psychiatric",1
"RAPGEF4","psychiatric",1
"RAPGEF5","psychiatric",1
"RAPGEF6","psychiatric",1
"RASD2","psychiatric",1
"RBFOX1","psychiatric",1
"RBM45","psychiatric",1
"RBM8A","psychiatric",1
"RCN1","psychiatric",1
"RET","psychiatric",1
"RETN","psychiatric",1
"RGS2","psychiatric",1
"RHOA","psychiatric",1
"RIDA","psychiatric",1
"RIEG2","psychiatric",1
"RIPK1","psychiatric",1
"RIT2","psychiatric",1
"RLN3","psychiatric",1
"RLS","psychiatric",1
"RNF11","psychiatric",1
"RNF216","psychiatric",1
"RNF41","psychiatric",1
"RNY1","psychiatric",1
"ROBO1","psychiatric",1
"ROCK1","psychiatric",1
"RORB","psychiatric",1
"RPE","psychiatric",1
"RPL10","psychiatric",1
"RPS6KB1","psychiatric",1
"RPSA","psychiatric",1
"RRS1","psychiatric",1
"RTN3","psychiatric",1
"RYR1","psychiatric",1
"S100A10","psychiatric",1
"S100A12","psychiatric",1
"S100A9","psychiatric",1
"S1PR1","psychiatric",1
"SCAP","psychiatric",1
"SCARB1","psychiatric",1
"SCARB2","psychiatric",1
"SCD","psychiatric",1
"SCO2","psychiatric",1
"SDC2","psychiatric",1
"SDS","psychiatric",1
"SELE","psychiatric",1
"SELP","psychiatric",1
"SEMA5B","psychiatric",1
"SEPT4","psychiatric",1
"SERPINA1","psychiatric",1
"SERPINA5","psychiatric",1
"SERPINB2","psychiatric",1
"SERPINB3","psychiatric",1
"SERPINB6","psychiatric",1
"SERPINE2","psychiatric",1
"SETD1A","psychiatric",1
"SETD2","psychiatric",1
"SH3GLB1","psychiatric",1
"SHANK1","psychiatric",1
"SIAH1","psychiatric",1
"SIRPB1","psychiatric",1
"SIRT3","psychiatric",1
"SKAP2","psychiatric",1
"SLC11A2","psychiatric",1
"SLC18A3","psychiatric",1
"SLC19A1","psychiatric",1
"SLC1A1","psychiatric",1
"SLC1A3","psychiatric",1
"SLC1A6","psychiatric",1
"SLC22A12","psychiatric",1
"SLC25A12","psychiatric",1
"SLC25A27","psychiatric",1
"SLC27A3","psychiatric",1
"SLC27A4","psychiatric",1
"SLC27A5","psychiatric",1
"SLC29A1","psychiatric",1
"SLC2A1","psychiatric",1
"SLC2A3","psychiatric",1
"SLC2A9","psychiatric",1
"SLC33A1","psychiatric",1
"SLC39A8","psychiatric",1
"SLC41A1","psychiatric",1
"SLC6A5","psychiatric",1
"SLC6A8","psychiatric",1
"SLC6A9","psychiatric",1
"SLC7A11","psychiatric",1
"SLC7A2","psychiatric",1
"SLC9A6","psychiatric",1
"SLC9A9","psychiatric",1
"SMARCA2","psychiatric",1
"SMN1","psychiatric",1
"SMOX","psychiatric",1
"SNAP91","psychiatric",1
"SNCAIP","psychiatric",1
"SNCB","psychiatric",1
"SNCG","psychiatric",1
"SNRNP70","psychiatric",1
"SOAT1","psychiatric",1
"SORCS1","psychiatric",1
"SOX10","psychiatric",1
"SP4","psychiatric",1
"SP6","psychiatric",1
"SPDEF","psychiatric",1
"SPHK1","psychiatric",1
"SPN","psychiatric",1
"SPNS1","psychiatric",1
"SPR","psychiatric",1
"SRF","psychiatric",1
"SRR","psychiatric",1
"SRRM4","psychiatric",1
"SSTR1","psychiatric",1
"SSTR4","psychiatric",1
"ST13","psychiatric",1
"ST8SIA2","psychiatric",1
"STAC3","psychiatric",1
"STIP1","psychiatric",1
"STK39","psychiatric",1
"STMN1","psychiatric",1
"STMN2","psychiatric",1
"STXBP1","psychiatric",1
"SUCLA2","psychiatric",1
"SULT1A1","psychiatric",1
"SUMO1","psychiatric",1
"SV2A","psychiatric",1
"SV2C","psychiatric",1
"SYN1","psychiatric",1
"SYN3","psychiatric",1
"SYNE1","psychiatric",1
"SYNGAP1","psychiatric",1
"SYT11","psychiatric",1
"SYVN1","psychiatric",1
"TAAR1","psychiatric",1
"TAC1","psychiatric",1
"TAM","psychiatric",1
"TAP1","psychiatric",1
"TAS2R62P","psychiatric",1
"TAS2R64P","psychiatric",1
"TBC1D8","psychiatric",1
"TBCA","psychiatric",1
"TBL1XR1","psychiatric",1
"TBR1","psychiatric",1
"TBX1","psychiatric",1
"TBX21","psychiatric",1
"TBX5","psychiatric",1
"TCAP","psychiatric",1
"TCF7L2","psychiatric",1
"TEF","psychiatric",1
"TERT","psychiatric",1
"TFCP2","psychiatric",1
"TFPI","psychiatric",1
"THAS","psychiatric",1
"THBS1","psychiatric",1
"THOP1","psychiatric",1
"TLE1","psychiatric",1
"TLR3","psychiatric",1
"TMBIM6","psychiatric",1
"TMEFF2","psychiatric",1
"TMEM106B","psychiatric",1
"TMEM175","psychiatric",1
"TMEM230","psychiatric",1
"TMLHE","psychiatric",1
"TNFRSF17","psychiatric",1
"TNFRSF1A","psychiatric",1
"TNFRSF21","psychiatric",1
"TNNT2","psychiatric",1
"TNXB","psychiatric",1
"TP53INP2","psychiatric",1
"TP73","psychiatric",1
"TPPP","psychiatric",1
"TRAF6","psychiatric",1
"TRD","psychiatric",1
"TREM1","psychiatric",1
"TREML2","psychiatric",1
"TRIP13","psychiatric",1
"TRPC3","psychiatric",1
"TRPC4","psychiatric",1
"TRPM2","psychiatric",1
"TRPM3","psychiatric",1
"TRPV1","psychiatric",1
"TSC2","psychiatric",1
"TSHZ3","psychiatric",1
"TSNARE1","psychiatric",1
