Source,Target,Doc.1990,Doc.1991,Doc.1992,Doc.1993,Doc.1994,Doc.1995,Doc.1996,Doc.1997,Doc.1998,Doc.1999,Doc.2000,Doc.2001,Doc.2002,Doc.2003,Doc.2004,Doc.2005,Doc.2006,Doc.2007,Doc.2008,Doc.2009,Doc.2010,Doc.2011,Doc.2012,Doc.2013,Doc.2014,Doc.2015,Doc.2016,Doc.2017,Doc.2018
NPL,DISEASE DUE TO TRICHOMONADIDAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
NPL,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
NPM1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NPPA,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
NPPB,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
NPPC,AMERICAN TRYPANOSOMIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NPPC,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
NPPC,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
NPR1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4
NPR1,FUNGUS DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
NPR3,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NPY4R,EBOLA VIRUS DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
NPY4R,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
NQO1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,4,4
NR0B1,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,7,7,7
NR0B2,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,4,4,4
NR0B2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
NR1D2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,14,18,21,23,25
NR1H4,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5
NR1H4,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,7,7,7,7,8,8,8
NR2F1,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
NR3C1,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
NR3C1,HIV INFECTION,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
NR3C1,RESPIRATORY SYNCYTIAL VIRUS INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
NR4A1,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
NR4A1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NR4A3,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
NR5A2,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
NRCAM,HYDROPHOBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,6,6,6
NRGN,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NS2,DISEASE DUE TO PARVOVIRIDAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6
NS2,HUMAN FLU,0,0,0,0,0,0,7,7,7,7,8,9,10,11,13,15,16,21,24,26,30,32,35,38,40,41,44,48,48
NS2,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3
NS2,HEPATITIS C,0,0,0,0,0,0,10,13,15,18,20,26,34,48,61,64,76,84,98,111,129,152,165,177,201,217,226,233,237
NS2,RESPIRATORY SYNCYTIAL VIRUS INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
NSL1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3
NSUN5,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NT5C1A,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2
NT5C2,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6
NT5C2,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,5,7,8,8,8,8,8
NT5C2,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
NT5C2,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,8,9,9,10
NT5E,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3
NT5E,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
NT5E,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,6
NTM,MYCOBACTERIUM INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,5,6
NTN1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
NTRK1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
NTRK3,AMERICAN TRYPANOSOMIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
NTS,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,4,4,4,5,6
NTS,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
NUCB1,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4,4
NUCB1,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
NUP153,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3
NUP153,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,4,4,4
NUP98,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
NXF1,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
NXT1,HIV INFECTION,0,0,0,0,0,0,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
OAS1,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3
OAS1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,9,13,15,19,20,20,21,21
OAS1,WEST NILE VIRAL INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,7,9,9,10,11
OAS3,CHIKUNGUNYA FEVER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,5,5,5
OAS3,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,5,5,5,5
OAS3,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
OASL,WEST NILE VIRAL INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,4,4,4
OBP2A,HERPES ZOSTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
OCA2,HEPATITIS B,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,8,9,9,12,12,13,13
OCA2,HYDROPHOBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,8,11,11,13,17,22,23
OCA2,MEASLES,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,5,7,9,10,11,14,14,15,16,18,20,20
OCLN,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,18,25,30,32,37,43,46
ODC1,AFRICAN SLEEPING SICKNESSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
ODC1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ODC1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,4
ODC1,PCP,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
OGG1,HELICOBACTER PYLORI INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
OLFM4,HELICOBACTER PYLORI INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
OPLAH,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
OPN1SW,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,8,10,13,14,19,24,26,28
OPRD1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,3,3,3,3,3,3,3,3,4,5,5,6,8,8,8,9,9,11,13,13,14,19,20,22
OPRK1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
OPRM1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,2,2,2,3,7,8,9,11,13,14,15,18,18,20,21,22,27,33,36,46,50,50
OPRM1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
OPTN,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,10,11,14
OR10A4,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
OSBP,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,5,4
OSBP,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
OSBP2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
OSM,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4
OTC,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,15,17,17,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21
OTC,SALMONELLA INFECTION,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
OTOR,GIARDIASES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
OVGP1,HIV INFECTION,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
OXT,HEPATITIS B,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
P2RX7,MYCOBACTERIUM INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
P2RX7,LEISHMANIASES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
P2RY12,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
P4HB,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,4,4,4,4,4,4,4
P4HB,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
PA2G4,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4
PABPC1,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
PABPC1,HEPATITIS A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PABPC4,CRYPTOCOCCOSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
PACAP,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
PADI4,ANTHRAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,6,7,7,9,9,10,10,10,10,12,12
PADI4,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
PAF1,CLASSICAL DENGUE FEVERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
PAH,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,3,3,3,3,3,3,3,4,6,7,8,9,9,9,9,10,10,10,10,10,12,12,13,13
PAK1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
PAK2,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,4,4,5,5,5,5,5,5
PANX1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PAOX,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3
PARK2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
PARP1,AMERICAN TRYPANOSOMIASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PARP1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,5,5,5,6
PARP1,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,5,5
PARP1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3
PARP1,HIV INFECTION,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,5,5,5,5,6,5,5,6,5,5,6,7,6,6
PARPBP,PCP,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
PAWR,MYCOBACTERIUM INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
PAX2,GIARDIASES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
PC,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,8,8,8,8,8,8,9,9,10,10,10,11,11,11,11,13,13,13,13,13,13,14,14,14
PCBD1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,9,9,9
PCBD1,HIV INFECTION,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5
PCBP1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
PCBP2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6
PCBP2,HYDROPHOBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
PCF11,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
PCK1,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PCK1,SALMONELLA INFECTION,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4
PCK1,YERSINIA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
PCK2,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5
PCK2,SALMONELLA INFECTION,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4
PCK2,YERSINIA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3
PCNT,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PCSK5,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4
PCSK5,HIV INFECTION,0,0,0,0,0,0,2,2,2,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3
PCSK7,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
PCSK9,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,4,6,9,11
PCSK9,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
PDC,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
PDC,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,7,9,14,17,19,19
PDCD1,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,8,8,9
PDCD1,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,14,16,20,23,26,27
PDCD1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,20,23,26,29,36,46,64,65
PDCD1,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,11,13,17,18,21,21,23,25,27,35
PDCD1,MYCOBACTERIUM INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PDCD1,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
PDCD1,LEISHMANIASES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PDCD1,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,12,12
PDCD1,RESPIRATORY SYNCYTIAL VIRUS INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PDCD1LG2,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
PDCD6IP,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,10,10,10,11,13,11,11,13
PDE4A,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,8,8,8
PDE6D,HIV INFECTION,0,0,0,0,0,0,2,3,3,3,3,4,4,4,6,6,6,5,6,6,6,6,7,7,6,7,7,6,7
PDE8A,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
PDIA2,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,4,4
PDIA2,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,5,5,6,6,5,5,5,5,7
PDIK1L,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
PDIK1L,HIV INFECTION,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4
PDIK1L,HYDROPHOBIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,6,6,6,6,6,6,6
PDIK1L,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
PDLIM4,HIV INFECTION,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PDLIM4,LEISHMANIASES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3
PDLIM5,HEPATITIS B,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,6,6
PDLIM7,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PDLIM7,HIV INFECTION,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,4,3,3,4
PDP1,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3,3,3
PDPN,HIV INFECTION,0,0,0,0,0,0,9,11,12,12,12,12,13,12,14,15,14,18,16,16,16,16,19,18,18,21,19,19,20
PDR,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,5,5
PDR,HUMAN FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
PDR,MALARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,8
PDS5B,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
PDSS1,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,7,8,8,9,9,9,10,10
PDXK,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
PDXP,HIV INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
PDXP,HUMAN PAPILLOMA VIRUS INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
PDZK1,HEPATITIS C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3
PEBP1,HELICOBACTER PYLORI INFECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3
PEPB,BACTERIAL INFECTION DUE TO PSEUDOMONAS,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,5,5,5,8,8,10,11,11,11,11,11,11,11,11
PEPB,SALMONELLA INFECTION,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
