"Source","Target"
"Interferon gamma signaling","MT2A"
"SUMO E3 ligases SUMOylate target proteins","MTA1"
"Regulation of TP53 Activity through Acetylation","MTA2"
"Mitochondrial biogenesis","MTERF1"
"Pink/Parkin Mediated Mitophagy","MTERF3"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","MTF1"
"Metabolism of water-soluble vitamins and cofactors","MTHFD1"
"Metabolism of water-soluble vitamins and cofactors","MTHFD1L"
"Metabolism of water-soluble vitamins and cofactors","MTHFD2"
"Metabolism of water-soluble vitamins and cofactors","MTHFD2L"
"Metabolism of water-soluble vitamins and cofactors","MTHFR"
"Metabolism of water-soluble vitamins and cofactors","MTHFS"
"PI Metabolism","MTM1"
"PI Metabolism","MTMR1"
"Macroautophagy","MTMR14"
"PI Metabolism","MTMR14"
"PI Metabolism","MTMR2"
"Macroautophagy","MTMR3"
"PI Metabolism","MTMR3"
"PI Metabolism","MTMR4"
"Signaling by TGF-beta Receptor Complex","MTMR4"
"PI Metabolism","MTMR6"
"PI Metabolism","MTMR7"
"Cellular response to heat stress","MTOR"
"Macroautophagy","MTOR"
"Regulation of TP53 Expression and Degradation","MTOR"
"TP53 Regulates Metabolic Genes","MTOR"
"Costimulation by the CD28 family","MTOR"
"Metabolism of water-soluble vitamins and cofactors","MTR"
"Phase II conjugation","MTR"
"Diseases of metabolism","MTR"
"Diseases of metabolism","MTRR"
"Phase II conjugation","MTRR"
"Metabolism of water-soluble vitamins and cofactors","MTRR"
"Lipid digestion, mobilization, and transport","MTTP"
"Diseases of glycosylation","MUC1"
"Diseases of glycosylation","MUC12"
"Diseases of glycosylation","MUC13"
"Diseases of glycosylation","MUC15"
"Diseases of glycosylation","MUC16"
"Diseases of glycosylation","MUC17"
"Diseases of glycosylation","MUC19"
"Diseases of glycosylation","MUC2"
"Diseases of glycosylation","MUC20"
"Diseases of glycosylation","MUC21"
"Diseases of glycosylation","MUC3A"
"Diseases of glycosylation","MUC3B"
"Diseases of glycosylation","MUC4"
"Diseases of glycosylation","MUC5AC"
"Diseases of glycosylation","MUC5B"
"Diseases of glycosylation","MUC6"
"Diseases of glycosylation","MUC7"
"Diseases of glycosylation","MUCL1"
"ECM proteoglycans","MUSK"
"Diseases of metabolism","MMUT"
"Metabolism of water-soluble vitamins and cofactors","MMUT"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","MVD"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","MVD"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","MVK"
"Interferon alpha/beta signaling","MX1"
"ISG15 antiviral mechanism","MX1"
"Interferon alpha/beta signaling","MX2"
"ISG15 antiviral mechanism","MX2"
"PIWI-interacting RNA (piRNA) biogenesis","MYBL1"
"Polo-like kinase mediated events","MYBL2"
"Signaling by TGF-beta Receptor Complex","MYC"
"Signaling by NOTCH1","MYC"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","MYD88"
"p75 NTR receptor-mediated signalling","MYD88"
"Cytosolic sensors of pathogen-associated DNA","MYD88"
"MyD88-independent TLR3/TLR4 cascade","MYD88"
"Myogenesis","MYF5"
"Myogenesis","MYF6"
"Translocation of GLUT4 to the plasma membrane","MYH1"
"EPH-Ephrin signaling","MYH10"
"Semaphorin interactions","MYH10"
"EPH-Ephrin signaling","MYH11"
"Semaphorin interactions","MYH11"
"Translocation of GLUT4 to the plasma membrane","MYH13"
"EPH-Ephrin signaling","MYH14"
"Semaphorin interactions","MYH14"
"Translocation of GLUT4 to the plasma membrane","MYH15"
"Translocation of GLUT4 to the plasma membrane","MYH2"
"Regulation of actin dynamics for phagocytic cup formation","MYH2"
"Translocation of GLUT4 to the plasma membrane","MYH3"
"Translocation of GLUT4 to the plasma membrane","MYH4"
"Translocation of GLUT4 to the plasma membrane","MYH6"
"Translocation of GLUT4 to the plasma membrane","MYH7"
"Translocation of GLUT4 to the plasma membrane","MYH7B"
"Translocation of GLUT4 to the plasma membrane","MYH8"
"EPH-Ephrin signaling","MYH9"
"Semaphorin interactions","MYH9"
"Regulation of actin dynamics for phagocytic cup formation","MYH9"
"EPH-Ephrin signaling","MYL12A"
"Semaphorin interactions","MYL12B"
"EPH-Ephrin signaling","MYL12B"
"EPH-Ephrin signaling","MYL6"
"Semaphorin interactions","MYL6"
"Semaphorin interactions","MYL9"
"EPH-Ephrin signaling","MYL9"
"Netrin-1 signaling","MYO10"
"Regulation of actin dynamics for phagocytic cup formation","MYO10"
"Signaling by FGFR in disease","MYO18A"
"Translocation of GLUT4 to the plasma membrane","MYO1C"
"Regulation of actin dynamics for phagocytic cup formation","MYO1C"
"Regulation of actin dynamics for phagocytic cup formation","MYO5A"
"Peptide hormone metabolism","MYO5A"
"Translocation of GLUT4 to the plasma membrane","MYO5A"
"Trafficking of AMPA receptors","MYO6"
"Visual phototransduction","MYO7A"
"Regulation of actin dynamics for phagocytic cup formation","MYO9B"
"Myogenesis","MYOD1"
"Myogenesis","MYOG"
"Phase II conjugation","N6AMT1"
"Neurotransmitter Release Cycle","NAAA"
"Amino acid synthesis and interconversion (transamination)","NAALAD2"
"Metabolism of water-soluble vitamins and cofactors","NADK"
"Metabolism of water-soluble vitamins and cofactors","NADSYN1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NAGK"
"Heparan sulfate/heparin (HS-GAG) metabolism","NAGLU"
"Metabolism of water-soluble vitamins and cofactors","NAMPT"
"Circadian Clock","NAMPT"
"Transcriptional regulation of pluripotent stem cells","NANOG"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NANP"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NANS"
"COPII (Coat Protein 2) Mediated Vesicle Transport","NAPA"
"trans-Golgi Network Vesicle Budding","NAPA"
"COPII (Coat Protein 2) Mediated Vesicle Transport","NAPB"
"Visual phototransduction","NAPEPLD"
"COPII (Coat Protein 2) Mediated Vesicle Transport","NAPG"
"Metabolism of water-soluble vitamins and cofactors","NAPRT"
"Surfactant metabolism","NAPSA"
"tRNA Aminoacylation","NARS1"
"tRNA Aminoacylation","NARS2"
"Phase II conjugation","NAT1"
"Phase II conjugation","NAT2"
"Amyloid fiber formation","NAT8"
"Amyloid fiber formation","NAT8B"
"Regulation of TP53 Activity through Phosphorylation","NBN"
"L1CAM interactions","NCAM1"
"ECM proteoglycans","NCAM1"
"Interferon gamma signaling","NCAM1"
"NCAM1 interactions","NCAM1"
"Heparan sulfate/heparin (HS-GAG) metabolism","NCAN"
"Diseases of glycosylation","NCAN"
"ECM proteoglycans","NCAN"
"L1CAM interactions","NCAN"
"NCAM1 interactions","NCAN"
"Signaling by FGFR in disease","NCBP1"
"Signaling by FGFR in disease","NCBP2"
"Lipid digestion, mobilization, and transport","NCEH1"
"Regulation of actin dynamics for phagocytic cup formation","NCK1"
"Netrin-1 signaling","NCK1"
"EPH-Ephrin signaling","NCK2"
"Regulation of actin dynamics for phagocytic cup formation","NCKAP1"
"Regulation of actin dynamics for phagocytic cup formation","NCKAP1L"
"Regulation of actin dynamics for phagocytic cup formation","NCKIPSD"
"Phase 1 - Functionalization of compounds","NCOA1"
"Circadian Clock","NCOA1"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","NCOA1"
"Bile acid and bile salt metabolism","NCOA1"
"Mitochondrial biogenesis","NCOA1"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","NCOA1"
"Transcriptional regulation of white adipocyte differentiation","NCOA1"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","NCOA2"
"Circadian Clock","NCOA2"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","NCOA2"
"Bile acid and bile salt metabolism","NCOA2"
"Phase 1 - Functionalization of compounds","NCOA2"
"Transcriptional regulation of white adipocyte differentiation","NCOA2"
"Mitochondrial biogenesis","NCOA2"
"Transcriptional regulation of white adipocyte differentiation","NCOA3"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","NCOA6"
"Transcriptional regulation of white adipocyte differentiation","NCOA6"
"Circadian Clock","NCOA6"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","NCOA6"
"Mitochondrial biogenesis","NCOA6"
"Transcriptional regulation of white adipocyte differentiation","NCOR1"
"Nuclear signaling by ERBB4","NCOR1"
"Signaling by TGF-beta Receptor Complex","NCOR1"
"Signaling by NOTCH1","NCOR1"
"Mitochondrial biogenesis","NCOR1"
"Circadian Clock","NCOR1"
"Transcriptional regulation of white adipocyte differentiation","NCOR2"
"Signaling by NOTCH1","NCOR2"
"Signaling by TGF-beta Receptor Complex","NCOR2"
"Nuclear signaling by ERBB4","NCSTN"
"Signaling by NOTCH1","NCSTN"
"EPH-Ephrin signaling","NCSTN"
"p75 NTR receptor-mediated signalling","NCSTN"
"ISG15 antiviral mechanism","NDC1"
"Cellular response to heat stress","NDC1"
"SUMO E3 ligases SUMOylate target proteins","NDC1"
"SUMO E3 ligases SUMOylate target proteins","NSMCE3"
"TP53 Regulates Transcription of Cell Death Genes","NDRG1"
"Heparan sulfate/heparin (HS-GAG) metabolism","NDST1"
"Heparan sulfate/heparin (HS-GAG) metabolism","NDST2"
"Heparan sulfate/heparin (HS-GAG) metabolism","NDST3"
"Heparan sulfate/heparin (HS-GAG) metabolism","NDST4"
"TP53 Regulates Metabolic Genes","NDUFA4"
"Glyoxylate metabolism and glycine degradation","NDUFAB1"
"trans-Golgi Network Vesicle Budding","NECAP1"
"ISG15 antiviral mechanism","NEDD4"
"Signaling by TGF-beta Receptor Complex","NEDD4L"
"Signaling by TGF-beta Receptor Complex","NEDD8"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","NEFL"
"Myogenesis","NEO1"
"Netrin-1 signaling","NEO1"
"p75 NTR receptor-mediated signalling","NET1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NEU1"
"Sphingolipid metabolism","NEU1"
"Sphingolipid metabolism","NEU2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NEU2"
"Sphingolipid metabolism","NEU3"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NEU3"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NEU4"
"Sphingolipid metabolism","NEU4"
"Signaling by NOTCH1","NEURL1"
"Signaling by NOTCH1","NEURL1B"
"Regulation of beta-cell development","NEUROD1"
"Regulation of beta-cell development","NEUROG3"
"Signaling by PTK6","NF1"
"L1CAM interactions","NFASC"
"CLEC7A (Dectin-1) signaling","NFATC1"
"CLEC7A (Dectin-1) signaling","NFATC2"
"CLEC7A (Dectin-1) signaling","NFATC3"
"Cytosolic sensors of pathogen-associated DNA","NFKB1"
"p75 NTR receptor-mediated signalling","NFKB1"
"MyD88-independent TLR3/TLR4 cascade","NFKB1"
"CD209 (DC-SIGN) signaling","NFKB1"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","NFKB1"
"Transcriptional regulation of white adipocyte differentiation","NFKB1"
"CLEC7A (Dectin-1) signaling","NFKB1"
"CLEC7A (Dectin-1) signaling","NFKB2"
"Cytosolic sensors of pathogen-associated DNA","NFKB2"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","NFKB2"
"MyD88-independent TLR3/TLR4 cascade","NFKB2"
"CLEC7A (Dectin-1) signaling","NFKBIA"
"MyD88-independent TLR3/TLR4 cascade","NFKBIA"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","NFKBIA"
"p75 NTR receptor-mediated signalling","NFKBIA"
"Cytosolic sensors of pathogen-associated DNA","NFKBIA"
"MyD88-independent TLR3/TLR4 cascade","NFKBIB"
"Cytosolic sensors of pathogen-associated DNA","NFKBIB"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","NFKBIB"
"Metabolism of water-soluble vitamins and cofactors","NFS1"
"Unfolded Protein Response (UPR)","NFYA"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","NFYA"
"Unfolded Protein Response (UPR)","NFYB"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","NFYB"
"Unfolded Protein Response (UPR)","NFYC"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","NFYC"
"EPH-Ephrin signaling","NGEF"
"p75 NTR receptor-mediated signalling","NGEF"
"p75 NTR receptor-mediated signalling","NGF"
"p75 NTR receptor-mediated signalling","NGFR"
"p75 NTR receptor-mediated signalling","BEX3"
"Glucose metabolism","NHLRC1"
"Miscellaneous transport and binding events","NIPA1"
"Miscellaneous transport and binding events","NIPA2"
"Miscellaneous transport and binding events","NIPAL1"
"Miscellaneous transport and binding events","NIPAL2"
"Miscellaneous transport and binding events","NIPAL3"
"Miscellaneous transport and binding events","NIPAL4"
"Regulation of beta-cell development","NKX2-2"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","NKX2-5"
"Regulation of beta-cell development","NKX6-1"
"TP53 Regulates Transcription of Cell Death Genes","NLRC4"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","NLRC4"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","NLRC5"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","NLRP1"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","NLRP3"
"Cytosolic sensors of pathogen-associated DNA","NLRP4"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","NLRX1"
"Metabolism of nucleotides","NME1"
"Metabolism of nucleotides","NME2"
"Metabolism of nucleotides","NME4"
"Metabolism of water-soluble vitamins and cofactors","NMNAT1"
"Metabolism of water-soluble vitamins and cofactors","NMNAT2"
"Metabolism of water-soluble vitamins and cofactors","NMNAT3"
"Intrinsic Pathway for Apoptosis","NMT1"
"Visual phototransduction","NMT1"
"Visual phototransduction","NMT2"
"Phase II conjugation","NNMT"
"Pyruvate metabolism and Citric Acid (TCA) cycle","NNT"
"Regulation of TP53 Activity through Phosphorylation","NOC2L"
"MyD88-independent TLR3/TLR4 cascade","NOD1"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","NOD1"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","NOD2"
"MyD88-independent TLR3/TLR4 cascade","NOD2"
"Signaling by NODAL","NODAL"
"Signaling by BMP","NOG"
"SUMO E3 ligases SUMOylate target proteins","NOP58"
"Platelet homeostasis","NOS1"
"Platelet homeostasis","NOS2"
"eNOS activation and regulation","NOS3"
"Platelet homeostasis","NOS3"
"eNOS activation and regulation","NOSIP"
"eNOS activation and regulation","NOSTRIN"
"Signaling by NOTCH1","NOTCH1"
"Regulation of beta-cell development","NOTCH1"
"Diseases of glycosylation","NOTCH1"
"Pre-NOTCH Expression and Processing","NOTCH1"
"Diseases of glycosylation","NOTCH2"
"Pre-NOTCH Expression and Processing","NOTCH2"
"Pre-NOTCH Expression and Processing","NOTCH3"
"Diseases of glycosylation","NOTCH3"
"Pre-NOTCH Expression and Processing","NOTCH4"
"Diseases of glycosylation","NOTCH4"
"Detoxification of Reactive Oxygen Species","NOX4"
"Detoxification of Reactive Oxygen Species","NOX5"
"Circadian Clock","NPAS2"
"Lipid digestion, mobilization, and transport","NPC1L1"
"Signaling by Hippo","NPHP4"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NPL"
"TP53 Regulates Transcription of Cell Cycle Genes","NPM1"
"Amyloid fiber formation","NPPA"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","NPPA"
"Nuclear Receptor transcription pathway","NR0B1"
"Nuclear Receptor transcription pathway","NR0B2"
"Mitochondrial biogenesis","NR1D1"
"Nuclear Receptor transcription pathway","NR1D1"
"Circadian Clock","NR1D1"
"Nuclear Receptor transcription pathway","NR1D2"
"Nuclear Receptor transcription pathway","NR1H2"
"Nuclear Receptor transcription pathway","NR1H3"
"Phase 1 - Functionalization of compounds","NR1H4"
"Bile acid and bile salt metabolism","NR1H4"
"Nuclear Receptor transcription pathway","NR1H4"
"Nuclear Receptor transcription pathway","NR1I2"
"Nuclear Receptor transcription pathway","NR1I3"
"Nuclear Receptor transcription pathway","NR2C1"
"Nuclear Receptor transcription pathway","NR2C2"
"Nuclear Receptor transcription pathway","NR2C2AP"
"Nuclear Receptor transcription pathway","NR2E1"
"Nuclear Receptor transcription pathway","NR2E3"
"Nuclear Receptor transcription pathway","NR2F1"
"Transcriptional regulation of white adipocyte differentiation","NR2F2"
"Nuclear Receptor transcription pathway","NR2F6"
"Nuclear Receptor transcription pathway","NR3C1"
"Circadian Clock","NR3C1"
"Signaling by PTK6","NR3C1"
"Nuclear Receptor transcription pathway","NR3C2"
"Nuclear Receptor transcription pathway","NR4A1"
"Nuclear Receptor transcription pathway","NR4A2"
"Nuclear Receptor transcription pathway","NR4A3"
"Nuclear Receptor transcription pathway","NR5A1"
"Transcriptional regulation of pluripotent stem cells","NR5A1"
"Regulation of beta-cell development","NR5A2"
"Nuclear Receptor transcription pathway","NR5A2"
"Transcriptional regulation of pluripotent stem cells","NR6A1"
"Nuclear Receptor transcription pathway","NR6A1"
"Signaling by FGFR in disease","NRAS"
"CD209 (DC-SIGN) signaling","NRAS"
"Negative regulation of MAPK pathway","NRAS"
"Signaling by ERBB2","NRAS"
"MAP2K and MAPK activation","NRAS"
"Signaling by PTK6","NRAS"
"Tie2 Signaling","NRAS"
"Nuclear Receptor transcription pathway","NRBF2"
"Nuclear Receptor transcription pathway","NRBP1"
"L1CAM interactions","NRCAM"
"Mitochondrial biogenesis","NRF1"
"Nuclear signaling by ERBB4","NRG1"
"Signaling by ERBB2","NRG1"
"Negative regulation of the PI3K/AKT network","NRG1"
"Signaling by PTK6","NRG1"
"Nuclear signaling by ERBB4","NRG2"
"Signaling by ERBB2","NRG2"
"Signaling by PTK6","NRG2"
"Negative regulation of the PI3K/AKT network","NRG2"
"Nuclear signaling by ERBB4","NRG3"
"Signaling by PTK6","NRG3"
"Negative regulation of the PI3K/AKT network","NRG3"
"Signaling by ERBB2","NRG3"
"Nuclear signaling by ERBB4","NRG4"
"Signaling by ERBB2","NRG4"
"Signaling by PTK6","NRG4"
"Negative regulation of the PI3K/AKT network","NRG4"
"Circadian Clock","NRIP1"
"Semaphorin interactions","NRP1"
"L1CAM interactions","NRP1"
"L1CAM interactions","NRP2"
"NCAM1 interactions","NRTN"
"Non-integrin membrane-ECM interactions","NRXN1"
"COPII (Coat Protein 2) Mediated Vesicle Transport","NSF"
"Trafficking of AMPA receptors","NSF"
"Death Receptor Signalling","NSMAF"
"SUMO E3 ligases SUMOylate target proteins","NSMCE1"
"SUMO E3 ligases SUMOylate target proteins","NSMCE2"
"SUMO E3 ligases SUMOylate target proteins","NSMCE4A"
"Metabolism of nucleotides","NT5C"
"Metabolism of nucleotides","NT5C1A"
"Metabolism of nucleotides","NT5C1B"
"Metabolism of nucleotides","NT5C2"
"Metabolism of nucleotides","NT5C3A"
"Deadenylation-dependent mRNA decay","NT5C3B"
"Metabolism of nucleotides","NT5E"
"Metabolism of nucleotides","NT5M"
"Netrin-1 signaling","NTN1"
"Myogenesis","NTN3"
"Netrin-1 signaling","NTN4"
"Non-integrin membrane-ECM interactions","NTN4"
"Regulation of TP53 Activity through Phosphorylation","NUAK1"
"Metabolism of nucleotides","NUDT1"
"Metabolism of water-soluble vitamins and cofactors","NUDT12"
"Metabolism of nucleotides","NUDT13"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NUDT14"
"Metabolism of nucleotides","NUDT15"
"Metabolism of nucleotides","NUDT16"
"Metabolism of nucleotides","NUDT18"
"Peroxisomal lipid metabolism","NUDT19"
"Detoxification of Reactive Oxygen Species","NUDT2"
"Metabolism of nucleotides","NUDT5"
"Peroxisomal lipid metabolism","NUDT7"
"Metabolism of nucleotides","NUDT9"
"L1CAM interactions","NUMB"
"Signaling by NOTCH1","NUMB"
"SUMO E3 ligases SUMOylate target proteins","NUP107"
"Cellular response to heat stress","NUP107"
"ISG15 antiviral mechanism","NUP107"
"Cellular response to heat stress","NUP133"
"SUMO E3 ligases SUMOylate target proteins","NUP133"
"ISG15 antiviral mechanism","NUP133"
"Cellular response to heat stress","NUP153"
"ISG15 antiviral mechanism","NUP153"
"SUMO E3 ligases SUMOylate target proteins","NUP153"
"SUMO E3 ligases SUMOylate target proteins","NUP155"
"ISG15 antiviral mechanism","NUP155"
"Cellular response to heat stress","NUP155"
"SUMO E3 ligases SUMOylate target proteins","NUP160"
"Cellular response to heat stress","NUP160"
"ISG15 antiviral mechanism","NUP160"
"ISG15 antiviral mechanism","NUP188"
"SUMO E3 ligases SUMOylate target proteins","NUP188"
"Cellular response to heat stress","NUP188"
"ISG15 antiviral mechanism","NUP205"
"SUMO E3 ligases SUMOylate target proteins","NUP205"
"Cellular response to heat stress","NUP205"
"Cellular response to heat stress","NUP210"
"ISG15 antiviral mechanism","NUP210"
"SUMO E3 ligases SUMOylate target proteins","NUP210"
"Cellular response to heat stress","NUP214"
"SUMO E3 ligases SUMOylate target proteins","NUP214"
"ISG15 antiviral mechanism","NUP214"
"SUMO E3 ligases SUMOylate target proteins","NUP35"
"ISG15 antiviral mechanism","NUP35"
"Cellular response to heat stress","NUP35"
"SUMO E3 ligases SUMOylate target proteins","NUP37"
"ISG15 antiviral mechanism","NUP37"
"Cellular response to heat stress","NUP37"
"ISG15 antiviral mechanism","NUP43"
"SUMO E3 ligases SUMOylate target proteins","NUP43"
"Cellular response to heat stress","NUP43"
"Cellular response to heat stress","NUP50"
"SUMO E3 ligases SUMOylate target proteins","NUP50"
"ISG15 antiviral mechanism","NUP50"
"SUMO E3 ligases SUMOylate target proteins","NUP54"
"ISG15 antiviral mechanism","NUP54"
"Cellular response to heat stress","NUP54"
"Cellular response to heat stress","NUP62"
"SUMO E3 ligases SUMOylate target proteins","NUP62"
"ISG15 antiviral mechanism","NUP62"
"ISG15 antiviral mechanism","NUP85"
"Cellular response to heat stress","NUP85"
"SUMO E3 ligases SUMOylate target proteins","NUP85"
"SUMO E3 ligases SUMOylate target proteins","NUP88"
"ISG15 antiviral mechanism","NUP88"
"Cellular response to heat stress","NUP88"
"Cellular response to heat stress","NUP93"
"SUMO E3 ligases SUMOylate target proteins","NUP93"
"ISG15 antiviral mechanism","NUP93"
"Cellular response to heat stress","NUP98"
"ISG15 antiviral mechanism","NUP98"
"SUMO E3 ligases SUMOylate target proteins","NUP98"
"Cellular response to heat stress","NUP42"
"ISG15 antiviral mechanism","NUP42"
"SUMO E3 ligases SUMOylate target proteins","NUP42"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","NUS1"
"Interferon gamma signaling","OAS1"
"Interferon alpha/beta signaling","OAS1"
"Interferon gamma signaling","OAS2"
"Interferon alpha/beta signaling","OAS2"
"Interferon alpha/beta signaling","OAS3"
"Interferon gamma signaling","OAS3"
"Interferon gamma signaling","OASL"
"Interferon alpha/beta signaling","OASL"
"Amino acid synthesis and interconversion (transamination)","OAT"
"p75 NTR receptor-mediated signalling","OBSCN"
"Apoptotic execution  phase","OCLN"
"PI Metabolism","OCRL"
"trans-Golgi Network Vesicle Budding","OCRL"
"Amyloid fiber formation","ODAM"
"Glyoxylate metabolism and glycine degradation","OGDH"
"Pyruvate metabolism and Citric Acid (TCA) cycle","OGDH"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","OGDH"
"Diseases of glycosylation","OGN"
"Keratan sulfate/keratin metabolism","OGN"
"Keratan sulfate/keratin metabolism","OMD"
"Diseases of glycosylation","OMD"
"p75 NTR receptor-mediated signalling","OMG"
"Regulation of beta-cell development","ONECUT1"
"Regulation of beta-cell development","ONECUT3"
"Phase II conjugation","OPLAH"
"Visual phototransduction","OPN1LW"
"Visual phototransduction","OPN1MW"
"Visual phototransduction","OPN1SW"
"Opioid Signalling","OPRM1"
"Platelet homeostasis","ORAI1"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","OS9"
"Sphingolipid metabolism","OSBP"
"Interleukin-6 family signaling","OSM"
"Interleukin-6 family signaling","OSMR"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","OTUD5"
"Death Receptor Signalling","OTUD7B"
"Death Receptor Signalling","OTULIN"
"Eicosanoid ligand-binding receptors","OXER1"
"Platelet homeostasis","P2RX1"
"Platelet homeostasis","P2RX2"
"Platelet homeostasis","P2RX3"
"Platelet homeostasis","P2RX4"
"Platelet homeostasis","P2RX5"
"Platelet homeostasis","P2RX6"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","P2RX7"
"Platelet homeostasis","P2RX7"
"Surfactant metabolism","P2RY2"
"Collagen formation","P4HA1"
"Collagen formation","P4HA2"
"Lipid digestion, mobilization, and transport","P4HB"
"Detoxification of Reactive Oxygen Species","P4HB"
"Collagen formation","P4HB"
"Deadenylation-dependent mRNA decay","PABPC1"
"The role of Nef in HIV-1 replication and disease pathogenesis","PACS1"
"COPI-independent Golgi-to-ER retrograde traffic","PAFAH1B1"
"COPI-independent Golgi-to-ER retrograde traffic","PAFAH1B2"
"COPI-independent Golgi-to-ER retrograde traffic","PAFAH1B3"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","PAH"
"Metabolism of nucleotides","PAICS"
"Deadenylation-dependent mRNA decay","PAIP1"
"L1CAM interactions","PAK1"
"EPH-Ephrin signaling","PAK1"
"Costimulation by the CD28 family","PAK1"
"Semaphorin interactions","PAK1"
"Regulation of actin dynamics for phagocytic cup formation","PAK1"
"CD209 (DC-SIGN) signaling","PAK1"
"CD209 (DC-SIGN) signaling","PAK2"
"The role of Nef in HIV-1 replication and disease pathogenesis","PAK2"
"Semaphorin interactions","PAK2"
"Apoptotic execution  phase","PAK2"
"Costimulation by the CD28 family","PAK2"
"EPH-Ephrin signaling","PAK2"
"Costimulation by the CD28 family","PAK3"
"EPH-Ephrin signaling","PAK3"
"CD209 (DC-SIGN) signaling","PAK3"
"Semaphorin interactions","PAK3"
"Deadenylation-dependent mRNA decay","PAN2"
"Deadenylation-dependent mRNA decay","PAN3"
"Metabolism of water-soluble vitamins and cofactors","PANK1"
"Metabolism of water-soluble vitamins and cofactors","PANK2"
"Metabolism of water-soluble vitamins and cofactors","PANK3"
"Metabolism of water-soluble vitamins and cofactors","PANK4"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","PANX1"
"Phase 1 - Functionalization of compounds","PAOX"
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","PAPPA"
"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","PAPPA2"
"Phase II conjugation","PAPSS1"
"Phase II conjugation","PAPSS2"
"Negative regulation of MAPK pathway","PAQR3"
"Signaling by TGF-beta Receptor Complex","PARD3"
"Signaling by TGF-beta Receptor Complex","PARD6A"
"Pink/Parkin Mediated Mitophagy","PRKN"
"Amyloid fiber formation","PRKN"
"Deadenylation-dependent mRNA decay","PARN"
"Unfolded Protein Response (UPR)","PARN"
"SUMO E3 ligases SUMOylate target proteins","PARP1"
"Signaling by TGF-beta Receptor Complex","PARP1"
"tRNA Aminoacylation","PARS2"
"Deadenylation-dependent mRNA decay","PATL1"
"Regulation of beta-cell development","PAX4"
"Regulation of beta-cell development","PAX6"
