"Source","Target","pval","comm","logpval"
"Eicosanoid ligand-binding receptors","Elastic fibre formation",1,0,0
"Eicosanoid ligand-binding receptors","Endosomal Sorting Complex Required For Transport (ESCRT)",1,0,0
"Eicosanoid ligand-binding receptors","eNOS activation and regulation",1,0,0
"Eicosanoid ligand-binding receptors","EPH-Ephrin signaling",1,0,0
"Eicosanoid ligand-binding receptors","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"Eicosanoid ligand-binding receptors","G1 Phase",1,0,0
"Eicosanoid ligand-binding receptors","GABA receptor activation",1,0,0
"Eicosanoid ligand-binding receptors","Gamma carboxylation, hypusine formation and arylsulfatase activation",1,0,0
"Eicosanoid ligand-binding receptors","Glucose metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Glyoxylate metabolism and glycine degradation",1,0,0
"Eicosanoid ligand-binding receptors","GPVI-mediated activation cascade",1,0,0
"Eicosanoid ligand-binding receptors","Growth hormone receptor signaling",1,0,0
"Eicosanoid ligand-binding receptors","Heparan sulfate/heparin (HS-GAG) metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"Eicosanoid ligand-binding receptors","Hyaluronan metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Integrin cell surface interactions",1,0,0
"Eicosanoid ligand-binding receptors","Interferon alpha/beta signaling",1,0,0
"Eicosanoid ligand-binding receptors","Interferon gamma signaling",1,0,0
"Eicosanoid ligand-binding receptors","Interleukin-6 family signaling",1,0,0
"Eicosanoid ligand-binding receptors","Intrinsic Pathway for Apoptosis",1,0,0
"Eicosanoid ligand-binding receptors","Iron uptake and transport",1,0,0
"Eicosanoid ligand-binding receptors","ISG15 antiviral mechanism",1,0,0
"Eicosanoid ligand-binding receptors","Keratan sulfate/keratin metabolism",1,0,0
"Eicosanoid ligand-binding receptors","L1CAM interactions",1,0,0
"Eicosanoid ligand-binding receptors","Lipid digestion, mobilization, and transport",1,0,0
"Eicosanoid ligand-binding receptors","Macroautophagy",1,0,0
"Eicosanoid ligand-binding receptors","MAP2K and MAPK activation",1,0,0
"Eicosanoid ligand-binding receptors","Metabolism of nucleotides",1,0,0
"Eicosanoid ligand-binding receptors","Metabolism of porphyrins",1,0,0
"Eicosanoid ligand-binding receptors","Metabolism of water-soluble vitamins and cofactors",1,0,0
"Eicosanoid ligand-binding receptors","Metal ion SLC transporters",1,0,0
"Eicosanoid ligand-binding receptors","Miscellaneous transport and binding events",1,0,0
"Eicosanoid ligand-binding receptors","Mitochondrial biogenesis",1,0,0
"Eicosanoid ligand-binding receptors","MyD88-independent TLR3/TLR4 cascade",1,0,0
"Eicosanoid ligand-binding receptors","Myogenesis",1,0,0
"Eicosanoid ligand-binding receptors","NCAM1 interactions",1,0,0
"Eicosanoid ligand-binding receptors","Negative regulation of MAPK pathway",1,0,0
"Eicosanoid ligand-binding receptors","Negative regulation of the PI3K/AKT network",1,0,0
"Eicosanoid ligand-binding receptors","Netrin-1 signaling",1,0,0
"Eicosanoid ligand-binding receptors","Neurotransmitter Release Cycle",1,0,0
"Eicosanoid ligand-binding receptors","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",1,0,0
"Eicosanoid ligand-binding receptors","Non-integrin membrane-ECM interactions",1,0,0
"Eicosanoid ligand-binding receptors","Nuclear Receptor transcription pathway",1,0,0
"Eicosanoid ligand-binding receptors","Nuclear signaling by ERBB4",1,0,0
"Eicosanoid ligand-binding receptors","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1,0,0
"Eicosanoid ligand-binding receptors","Opioid Signalling",1,0,0
"Eicosanoid ligand-binding receptors","Oxidative Stress Induced Senescence",1,0,0
"Eicosanoid ligand-binding receptors","p75 NTR receptor-mediated signalling",1,0,0
"Eicosanoid ligand-binding receptors","Peptide hormone metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Peroxisomal lipid metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Phase 0 - rapid depolarisation",1,0,0
"Eicosanoid ligand-binding receptors","Phase 1 - Functionalization of compounds",1,0,0
"Eicosanoid ligand-binding receptors","Phase II conjugation",1,0,0
"Eicosanoid ligand-binding receptors","PI Metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Pink/Parkin Mediated Mitophagy",1,0,0
"Eicosanoid ligand-binding receptors","PIWI-interacting RNA (piRNA) biogenesis",1,0,0
"Eicosanoid ligand-binding receptors","Platelet Aggregation (Plug Formation)",1,0,0
"Eicosanoid ligand-binding receptors","Platelet homeostasis",0.241182560838257,1,1.4222011184086
"Eicosanoid ligand-binding receptors","Polo-like kinase mediated events",1,0,0
"Eicosanoid ligand-binding receptors","Potassium Channels",1,0,0
"Eicosanoid ligand-binding receptors","Pre-NOTCH Expression and Processing",1,0,0
"Eicosanoid ligand-binding receptors","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"Eicosanoid ligand-binding receptors","Rap1 signalling",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of actin dynamics for phagocytic cup formation",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of beta-cell development",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of FZD by ubiquitination",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of insulin secretion",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of KIT signaling",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of TP53 Activity through Acetylation",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of TP53 Activity through Methylation",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Eicosanoid ligand-binding receptors","Regulation of TP53 Expression and Degradation",1,0,0
"Eicosanoid ligand-binding receptors","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Eicosanoid ligand-binding receptors","RMTs methylate histone arginines",1,0,0
"Eicosanoid ligand-binding receptors","SALM protein interactions at the synapse",1,0,0
"Eicosanoid ligand-binding receptors","Semaphorin interactions",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by BMP",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by ERBB2",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by FGFR in disease",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by Hippo",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by NODAL",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by NOTCH1",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by PTK6",1,0,0
"Eicosanoid ligand-binding receptors","Signaling by TGF-beta Receptor Complex",1,0,0
"Eicosanoid ligand-binding receptors","Sphingolipid metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Steroid hormones",1,0,0
"Eicosanoid ligand-binding receptors","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Eicosanoid ligand-binding receptors","Surfactant metabolism",1,0,0
"Eicosanoid ligand-binding receptors","Synthesis of PA",1,0,0
"Eicosanoid ligand-binding receptors","Synthesis of PC",1,0,0
"Eicosanoid ligand-binding receptors","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Eicosanoid ligand-binding receptors","Tie2 Signaling",1,0,0
"Eicosanoid ligand-binding receptors","TP53 Regulates Metabolic Genes",1,0,0
"Eicosanoid ligand-binding receptors","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Eicosanoid ligand-binding receptors","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Eicosanoid ligand-binding receptors","Trafficking of AMPA receptors",1,0,0
"Eicosanoid ligand-binding receptors","Transcriptional regulation of pluripotent stem cells",1,0,0
"Eicosanoid ligand-binding receptors","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Eicosanoid ligand-binding receptors","trans-Golgi Network Vesicle Budding",1,0,0
"Eicosanoid ligand-binding receptors","Translocation of GLUT4 to the plasma membrane",1,0,0
"Eicosanoid ligand-binding receptors","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Eicosanoid ligand-binding receptors","tRNA Aminoacylation",1,0,0
"Eicosanoid ligand-binding receptors","Unfolded Protein Response (UPR)",1,0,0
"Eicosanoid ligand-binding receptors","Uptake and actions of bacterial toxins",1,0,0
"Eicosanoid ligand-binding receptors","Visual phototransduction",1,0,0
"Eicosanoid ligand-binding receptors","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Elastic fibre formation","Endosomal Sorting Complex Required For Transport (ESCRT)",1,0,0
"Elastic fibre formation","eNOS activation and regulation",1,0,0
"Elastic fibre formation","EPH-Ephrin signaling",1,0,0
"Elastic fibre formation","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"Elastic fibre formation","G1 Phase",1,0,0
"Elastic fibre formation","GABA receptor activation",1,0,0
"Elastic fibre formation","Gamma carboxylation, hypusine formation and arylsulfatase activation",0.286363369463837,1,1.25049375199231
"Elastic fibre formation","Glucose metabolism",1,0,0
"Elastic fibre formation","Glyoxylate metabolism and glycine degradation",1,0,0
"Elastic fibre formation","GPVI-mediated activation cascade",1,0,0
"Elastic fibre formation","Growth hormone receptor signaling",1,0,0
"Elastic fibre formation","Heparan sulfate/heparin (HS-GAG) metabolism",1,0,0
"Elastic fibre formation","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"Elastic fibre formation","Hyaluronan metabolism",1,0,0
"Elastic fibre formation","Integrin cell surface interactions",1.16752465909611e-10,10,22.8709650983211
"Elastic fibre formation","Interferon alpha/beta signaling",1,0,0
"Elastic fibre formation","Interferon gamma signaling",1,0,0
"Elastic fibre formation","Interleukin-6 family signaling",1,0,0
"Elastic fibre formation","Intrinsic Pathway for Apoptosis",1,0,0
"Elastic fibre formation","Iron uptake and transport",1,0,0
"Elastic fibre formation","ISG15 antiviral mechanism",1,0,0
"Elastic fibre formation","Keratan sulfate/keratin metabolism",1,0,0
"Elastic fibre formation","L1CAM interactions",0.00876976085713796,4,4.73644574125513
"Elastic fibre formation","Lipid digestion, mobilization, and transport",1,0,0
"Elastic fibre formation","Macroautophagy",1,0,0
"Elastic fibre formation","MAP2K and MAPK activation",0.280138028644267,1,1.27247283783367
"Elastic fibre formation","Metabolism of nucleotides",1,0,0
"Elastic fibre formation","Metabolism of porphyrins",1,0,0
"Elastic fibre formation","Metabolism of water-soluble vitamins and cofactors",1,0,0
"Elastic fibre formation","Metal ion SLC transporters",1,0,0
"Elastic fibre formation","Miscellaneous transport and binding events",1,0,0
"Elastic fibre formation","Mitochondrial biogenesis",1,0,0
"Elastic fibre formation","MyD88-independent TLR3/TLR4 cascade",1,0,0
"Elastic fibre formation","Myogenesis",1,0,0
"Elastic fibre formation","NCAM1 interactions",1,0,0
"Elastic fibre formation","Negative regulation of MAPK pathway",1,0,0
"Elastic fibre formation","Negative regulation of the PI3K/AKT network",1,0,0
"Elastic fibre formation","Netrin-1 signaling",1,0,0
"Elastic fibre formation","Neurotransmitter Release Cycle",1,0,0
"Elastic fibre formation","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",1,0,0
"Elastic fibre formation","Non-integrin membrane-ECM interactions",1.1394218373225e-06,6,13.6849895844505
"Elastic fibre formation","Nuclear Receptor transcription pathway",1,0,0
"Elastic fibre formation","Nuclear signaling by ERBB4",1,0,0
"Elastic fibre formation","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1,0,0
"Elastic fibre formation","Opioid Signalling",1,0,0
"Elastic fibre formation","Oxidative Stress Induced Senescence",1,0,0
"Elastic fibre formation","p75 NTR receptor-mediated signalling",1,0,0
"Elastic fibre formation","Peptide hormone metabolism",1,0,0
"Elastic fibre formation","Peroxisomal lipid metabolism",1,0,0
"Elastic fibre formation","Phase 0 - rapid depolarisation",1,0,0
"Elastic fibre formation","Phase 1 - Functionalization of compounds",1,0,0
"Elastic fibre formation","Phase II conjugation",1,0,0
"Elastic fibre formation","PI Metabolism",1,0,0
"Elastic fibre formation","Pink/Parkin Mediated Mitophagy",1,0,0
"Elastic fibre formation","PIWI-interacting RNA (piRNA) biogenesis",1,0,0
"Elastic fibre formation","Platelet Aggregation (Plug Formation)",0.273859717470987,1,1.29513928373349
"Elastic fibre formation","Platelet homeostasis",1,0,0
"Elastic fibre formation","Polo-like kinase mediated events",1,0,0
"Elastic fibre formation","Potassium Channels",1,0,0
"Elastic fibre formation","Pre-NOTCH Expression and Processing",0.389841905380418,1,0.942013992862848
"Elastic fibre formation","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"Elastic fibre formation","Rap1 signalling",1,0,0
"Elastic fibre formation","Regulation of actin dynamics for phagocytic cup formation",1,0,0
"Elastic fibre formation","Regulation of beta-cell development",1,0,0
"Elastic fibre formation","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"Elastic fibre formation","Regulation of FZD by ubiquitination",1,0,0
"Elastic fibre formation","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"Elastic fibre formation","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Elastic fibre formation","Regulation of insulin secretion",1,0,0
"Elastic fibre formation","Regulation of KIT signaling",1,0,0
"Elastic fibre formation","Regulation of TP53 Activity through Acetylation",1,0,0
"Elastic fibre formation","Regulation of TP53 Activity through Methylation",1,0,0
"Elastic fibre formation","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Elastic fibre formation","Regulation of TP53 Expression and Degradation",1,0,0
"Elastic fibre formation","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Elastic fibre formation","RMTs methylate histone arginines",1,0,0
"Elastic fibre formation","SALM protein interactions at the synapse",1,0,0
"Elastic fibre formation","Semaphorin interactions",0.440844422284681,1,0.819063249713146
"Elastic fibre formation","Signaling by BMP",0.180148850889357,1,1.71397182044087
"Elastic fibre formation","Signaling by ERBB2",1,0,0
"Elastic fibre formation","Signaling by FGFR in disease",1,0,0
"Elastic fibre formation","Signaling by Hippo",1,0,0
"Elastic fibre formation","Signaling by NODAL",0.151273681119481,1,1.88866462494189
"Elastic fibre formation","Signaling by NOTCH1",1,0,0
"Elastic fibre formation","Signaling by PTK6",1,0,0
"Elastic fibre formation","Signaling by TGF-beta Receptor Complex",0.129085813439132,2,2.04727787532313
"Elastic fibre formation","Sphingolipid metabolism",1,0,0
"Elastic fibre formation","Steroid hormones",1,0,0
"Elastic fibre formation","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Elastic fibre formation","Surfactant metabolism",1,0,0
"Elastic fibre formation","Synthesis of PA",1,0,0
"Elastic fibre formation","Synthesis of PC",1,0,0
"Elastic fibre formation","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Elastic fibre formation","Tie2 Signaling",1,0,0
"Elastic fibre formation","TP53 Regulates Metabolic Genes",1,0,0
"Elastic fibre formation","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Elastic fibre formation","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Elastic fibre formation","Trafficking of AMPA receptors",1,0,0
"Elastic fibre formation","Transcriptional regulation of pluripotent stem cells",1,0,0
"Elastic fibre formation","Transcriptional regulation of white adipocyte differentiation",0.496575664385809,1,0.700019411567529
"Elastic fibre formation","trans-Golgi Network Vesicle Budding",1,0,0
"Elastic fibre formation","Translocation of GLUT4 to the plasma membrane",1,0,0
"Elastic fibre formation","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Elastic fibre formation","tRNA Aminoacylation",1,0,0
"Elastic fibre formation","Unfolded Protein Response (UPR)",1,0,0
"Elastic fibre formation","Uptake and actions of bacterial toxins",0.208064798800306,1,1.56990571510327
"Elastic fibre formation","Visual phototransduction",1,0,0
"Elastic fibre formation","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","eNOS activation and regulation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","EPH-Ephrin signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","G1 Phase",6.07128320573189e-05,4,9.70935548096713
"Endosomal Sorting Complex Required For Transport (ESCRT)","GABA receptor activation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Gamma carboxylation, hypusine formation and arylsulfatase activation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Glucose metabolism",0.00104763807527139,4,6.86121710075313
"Endosomal Sorting Complex Required For Transport (ESCRT)","Glyoxylate metabolism and glycine degradation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","GPVI-mediated activation cascade",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Growth hormone receptor signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Heparan sulfate/heparin (HS-GAG) metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Hyaluronan metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Integrin cell surface interactions",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Interferon alpha/beta signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Interferon gamma signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Interleukin-6 family signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Intrinsic Pathway for Apoptosis",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Iron uptake and transport",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","ISG15 antiviral mechanism",0.000737852802914619,4,7.21176620730264
"Endosomal Sorting Complex Required For Transport (ESCRT)","Keratan sulfate/keratin metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","L1CAM interactions",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Lipid digestion, mobilization, and transport",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Macroautophagy",2.42225684031262e-09,8,19.8385661527175
"Endosomal Sorting Complex Required For Transport (ESCRT)","MAP2K and MAPK activation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Metabolism of nucleotides",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Metabolism of porphyrins",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Metabolism of water-soluble vitamins and cofactors",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Metal ion SLC transporters",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Miscellaneous transport and binding events",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Mitochondrial biogenesis",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","MyD88-independent TLR3/TLR4 cascade",0.00224695270659262,4,6.09818033335575
"Endosomal Sorting Complex Required For Transport (ESCRT)","Myogenesis",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","NCAM1 interactions",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Negative regulation of MAPK pathway",7.45649439754041e-05,4,9.50384008110227
"Endosomal Sorting Complex Required For Transport (ESCRT)","Negative regulation of the PI3K/AKT network",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Netrin-1 signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Neurotransmitter Release Cycle",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Non-integrin membrane-ECM interactions",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Nuclear Receptor transcription pathway",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Nuclear signaling by ERBB4",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Opioid Signalling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Oxidative Stress Induced Senescence",0.00177562150286108,4,6.33360477488338
"Endosomal Sorting Complex Required For Transport (ESCRT)","p75 NTR receptor-mediated signalling",0.00126082461870586,4,6.67598931279348
"Endosomal Sorting Complex Required For Transport (ESCRT)","Peptide hormone metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Peroxisomal lipid metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Phase 0 - rapid depolarisation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Phase 1 - Functionalization of compounds",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Phase II conjugation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","PI Metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Pink/Parkin Mediated Mitophagy",6.41725282681672e-06,4,11.9565204404369
"Endosomal Sorting Complex Required For Transport (ESCRT)","PIWI-interacting RNA (piRNA) biogenesis",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Platelet Aggregation (Plug Formation)",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Platelet homeostasis",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Polo-like kinase mediated events",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Potassium Channels",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Pre-NOTCH Expression and Processing",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Rap1 signalling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of actin dynamics for phagocytic cup formation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of beta-cell development",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of FZD by ubiquitination",5.27167824090792e-06,4,12.1531617943208
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1.29055434044162e-05,4,11.2578536176278
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of insulin secretion",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of KIT signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of TP53 Activity through Acetylation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of TP53 Activity through Methylation",3.44166295642041e-06,4,12.5795557858235
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of TP53 Activity through Phosphorylation",0.00163524384487718,4,6.41596334515561
"Endosomal Sorting Complex Required For Transport (ESCRT)","Regulation of TP53 Expression and Degradation",4.88413758700797e-05,4,9.92693273815051
"Endosomal Sorting Complex Required For Transport (ESCRT)","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",0.00104763807527139,4,6.86121710075313
"Endosomal Sorting Complex Required For Transport (ESCRT)","RMTs methylate histone arginines",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","SALM protein interactions at the synapse",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Semaphorin interactions",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by BMP",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by ERBB2",0.000119140156865247,4,9.03520996911824
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by FGFR in disease",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by Hippo",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by NODAL",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by NOTCH1",0.000737852802914619,4,7.21176620730264
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by PTK6",0.00056090831340912,4,7.48595310000675
"Endosomal Sorting Complex Required For Transport (ESCRT)","Signaling by TGF-beta Receptor Complex",0.000777488444988961,4,7.15944177577185
"Endosomal Sorting Complex Required For Transport (ESCRT)","Sphingolipid metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Steroid hormones",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Surfactant metabolism",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Synthesis of PA",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Synthesis of PC",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Tie2 Signaling",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","TP53 Regulates Metabolic Genes",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Trafficking of AMPA receptors",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Transcriptional regulation of pluripotent stem cells",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","trans-Golgi Network Vesicle Budding",0.0626078222127801,2,2.77086505320665
"Endosomal Sorting Complex Required For Transport (ESCRT)","Translocation of GLUT4 to the plasma membrane",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","tRNA Aminoacylation",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Unfolded Protein Response (UPR)",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Uptake and actions of bacterial toxins",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","Visual phototransduction",1,0,0
"Endosomal Sorting Complex Required For Transport (ESCRT)","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"eNOS activation and regulation","EPH-Ephrin signaling",0.0589145875488767,2,2.83166655262422
"eNOS activation and regulation","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"eNOS activation and regulation","G1 Phase",1,0,0
"eNOS activation and regulation","GABA receptor activation",1,0,0
"eNOS activation and regulation","Gamma carboxylation, hypusine formation and arylsulfatase activation",1,0,0
"eNOS activation and regulation","Glucose metabolism",0.283979382391914,1,1.25885364066781
"eNOS activation and regulation","Glyoxylate metabolism and glycine degradation",1,0,0
"eNOS activation and regulation","GPVI-mediated activation cascade",0.200277031172005,1,1.60805371501749
